# y ne np nH Bx By Bz Ex Ey Ez
2.625000000000000000e+00 -1.190299999999999969e-01 1.302099999999999924e-01 4.345800000000000357e-03 -4.893100000000000054e-03 -1.293599999999999958e-02 4.078400000000000254e-03 -1.443600000000000070e-04 7.679499999999999911e-05 2.148600000000000062e-05
2.621900000000000119e+00 -1.215999999999999998e-01 1.322899999999999909e-01 4.461999999999999821e-03 -4.500900000000000387e-03 -1.308199999999999988e-02 4.078700000000000207e-03 -1.378300000000000000e-04 7.265399999999999929e-05 2.788300000000000053e-05
2.614599999999999813e+00 -1.248400000000000065e-01 1.421699999999999908e-01 4.511199999999999932e-03 -3.457099999999999843e-03 -1.349200000000000052e-02 4.101600000000000384e-03 -1.221100000000000082e-04 6.536499999999999505e-05 4.179299999999999779e-05
2.611299999999999955e+00 -1.294099999999999973e-01 1.425700000000000023e-01 4.466600000000000258e-03 -3.030600000000000047e-03 -1.359699999999999971e-02 4.094600000000000323e-03 -1.163799999999999937e-04 6.159200000000000254e-05 4.668899999999999971e-05
2.604200000000000070e+00 -1.361199999999999910e-01 1.341799999999999937e-01 4.457000000000000024e-03 -1.937499999999999986e-03 -1.388099999999999924e-02 4.099700000000000392e-03 -1.041100000000000044e-04 5.656100000000000277e-05 5.572499999999999925e-05
2.600800000000000001e+00 -1.368399999999999894e-01 1.360500000000000043e-01 4.398100000000000273e-03 -1.484700000000000039e-03 -1.393800000000000074e-02 4.085700000000000269e-03 -9.968300000000000088e-05 5.315699999999999944e-05 5.902100000000000293e-05
2.593799999999999883e+00 -1.431800000000000017e-01 1.389199999999999879e-01 4.485099999999999677e-03 -3.651400000000000175e-04 -1.409099999999999936e-02 4.072799999999999684e-03 -9.140499999999999645e-05 4.964899999999999847e-05 6.401400000000000070e-05
2.590300000000000047e+00 -1.398500000000000021e-01 1.388699999999999934e-01 4.467099999999999890e-03 1.046400000000000010e-04 -1.409599999999999916e-02 4.050500000000000281e-03 -8.852700000000000131e-05 4.582599999999999797e-05 6.578099999999999919e-05
2.583299999999999930e+00 -1.306200000000000139e-01 1.388900000000000134e-01 4.104599999999999915e-03 1.227599999999999915e-03 -1.411500000000000081e-02 4.015000000000000339e-03 -8.419899999999999802e-05 4.149599999999999708e-05 6.783699999999999442e-05
2.579899999999999860e+00 -1.325999999999999956e-01 1.408500000000000030e-01 4.099900000000000072e-03 1.704299999999999956e-03 -1.406600000000000038e-02 3.981499999999999796e-03 -8.279300000000000504e-05 3.666599999999999758e-05 6.814500000000000570e-05
2.572900000000000187e+00 -1.286799999999999888e-01 1.460100000000000009e-01 3.983399999999999788e-03 2.808399999999999959e-03 -1.395399999999999939e-02 3.917699999999999655e-03 -8.179999999999999609e-05 2.978800000000000008e-05 6.807500000000000129e-05
2.569399999999999906e+00 -1.294299999999999895e-01 1.461099999999999899e-01 4.035999999999999657e-03 3.280299999999999883e-03 -1.384999999999999946e-02 3.871299999999999828e-03 -8.145200000000000552e-05 2.413600000000000066e-05 6.696200000000000025e-05
2.562500000000000000e+00 -1.358600000000000085e-01 1.457700000000000107e-01 4.296999999999999605e-03 4.343800000000000092e-03 -1.361099999999999983e-02 3.775900000000000003e-03 -8.258100000000000098e-05 1.452999999999999980e-05 6.513799999999999874e-05
2.558899999999999952e+00 -1.361999999999999877e-01 1.449999999999999900e-01 4.276199999999999966e-03 4.797400000000000275e-03 -1.345200000000000042e-02 3.716099999999999959e-03 -8.251500000000000533e-05 8.564500000000000755e-06 6.272699999999999760e-05
2.552099999999999813e+00 -1.382200000000000095e-01 1.436900000000000122e-01 4.508700000000000034e-03 5.796599999999999843e-03 -1.309300000000000047e-02 3.589999999999999875e-03 -8.384300000000000346e-05 -3.432799999999999981e-06 5.934999999999999927e-05
2.548399999999999999e+00 -1.384900000000000020e-01 1.455400000000000027e-01 4.573400000000000035e-03 6.219399999999999928e-03 -1.288100000000000009e-02 3.517800000000000180e-03 -8.299500000000000074e-05 -9.625700000000000014e-06 5.598300000000000254e-05
2.541700000000000070e+00 -1.369599999999999984e-01 1.434799999999999964e-01 4.363500000000000191e-03 7.130899999999999912e-03 -1.241199999999999942e-02 3.365200000000000049e-03 -8.197000000000000293e-05 -2.424600000000000130e-05 5.142899999999999837e-05
2.537999999999999812e+00 -1.414799999999999947e-01 1.440500000000000114e-01 4.447099999999999838e-03 7.512900000000000307e-03 -1.215300000000000061e-02 3.281800000000000082e-03 -7.929199999999999909e-05 -3.103899999999999877e-05 4.770100000000000289e-05
2.531299999999999883e+00 -1.392799999999999871e-01 1.417200000000000126e-01 4.514200000000000330e-03 8.319399999999999365e-03 -1.158700000000000008e-02 3.106799999999999840e-03 -7.338500000000000296e-05 -4.848999999999999822e-05 4.267900000000000253e-05
2.527499999999999858e+00 -1.342800000000000105e-01 1.439499999999999946e-01 4.499000000000000395e-03 8.652999999999999234e-03 -1.128900000000000042e-02 3.013099999999999893e-03 -6.836799999999999323e-05 -5.599099999999999975e-05 3.933299999999999763e-05
2.520799999999999930e+00 -1.304899999999999949e-01 1.435200000000000087e-01 4.516499999999999682e-03 9.342899999999999469e-03 -1.064400000000000068e-02 2.818000000000000192e-03 -5.619600000000000203e-05 -7.483499999999999755e-05 3.479800000000000124e-05
2.517100000000000115e+00 -1.254800000000000082e-01 1.405700000000000005e-01 4.489800000000000388e-03 9.622900000000000204e-03 -1.031499999999999952e-02 2.714999999999999965e-03 -4.935100000000000234e-05 -8.225699999999999527e-05 3.253799999999999916e-05
2.510400000000000187e+00 -1.273600000000000010e-01 1.369299999999999962e-01 4.549899999999999951e-03 1.018900000000000014e-02 -9.611099999999999158e-03 2.501100000000000025e-03 -3.169099999999999863e-05 -9.879300000000000093e-05 2.945300000000000075e-05
2.506699999999999928e+00 -1.230699999999999988e-01 1.360399999999999943e-01 4.615499999999999811e-03 1.041300000000000038e-02 -9.260499999999999635e-03 2.390600000000000103e-03 -2.462000000000000145e-05 -1.045600000000000018e-04 2.872700000000000126e-05
2.500000000000000000e+00 -1.170199999999999990e-01 1.333399999999999863e-01 4.771400000000000294e-03 1.085400000000000080e-02 -8.518599999999999436e-03 2.162299999999999812e-03 -4.590999999999999751e-06 -1.140999999999999952e-04 2.777399999999999869e-05
2.496300000000000185e+00 -1.249600000000000016e-01 1.348000000000000032e-01 4.667799999999999727e-03 1.102000000000000028e-02 -8.156699999999999368e-03 2.047199999999999888e-03 4.631600000000000260e-07 -1.166200000000000049e-04 2.861799999999999942e-05
2.489599999999999813e+00 -1.248999999999999971e-01 1.360699999999999965e-01 4.442800000000000221e-03 1.133600000000000059e-02 -7.396800000000000250e-03 1.808900000000000004e-03 1.826399999999999996e-05 -1.157300000000000050e-04 2.996300000000000094e-05
2.485799999999999788e+00 -1.241600000000000065e-01 1.373099999999999876e-01 4.581100000000000276e-03 1.144500000000000031e-02 -7.032100000000000330e-03 1.691900000000000088e-03 1.921000000000000073e-05 -1.143799999999999992e-04 3.195999999999999893e-05
2.479200000000000070e+00 -1.297300000000000120e-01 1.373699999999999921e-01 4.582199999999999815e-03 1.163699999999999977e-02 -6.269900000000000126e-03 1.447500000000000002e-03 3.018899999999999844e-05 -1.028999999999999940e-04 3.511300000000000076e-05
2.475400000000000045e+00 -1.304299999999999904e-01 1.359599999999999975e-01 4.575499999999999706e-03 1.169300000000000027e-02 -5.911099999999999861e-03 1.331399999999999945e-03 2.586500000000000054e-05 -9.866599999999999351e-05 3.747800000000000269e-05
2.468799999999999883e+00 -1.326400000000000079e-01 1.323100000000000109e-01 4.568899999999999871e-03 1.177100000000000021e-02 -5.161800000000000242e-03 1.085800000000000046e-03 2.681200000000000011e-05 -8.039500000000000530e-05 4.128999999999999939e-05
2.464999999999999858e+00 -1.328999999999999904e-01 1.315600000000000103e-01 4.249600000000000079e-03 1.177800000000000027e-02 -4.817899999999999960e-03 9.727899999999999612e-04 1.743500000000000163e-05 -7.569299999999999510e-05 4.307400000000000128e-05
2.458299999999999930e+00 -1.289200000000000068e-01 1.367899999999999949e-01 4.140099999999999857e-03 1.175400000000000056e-02 -4.097700000000000127e-03 7.317699999999999682e-04 7.288400000000000386e-06 -5.740199999999999692e-05 4.589600000000000239e-05
2.454600000000000115e+00 -1.289099999999999968e-01 1.352500000000000091e-01 4.108900000000000399e-03 1.171999999999999952e-02 -3.776100000000000116e-03 6.224499999999999781e-04 -5.583099999999999959e-06 -5.485200000000000270e-05 4.626900000000000034e-05
2.447900000000000187e+00 -1.363199999999999967e-01 1.451099999999999890e-01 4.186299999999999570e-03 1.160500000000000073e-02 -3.100100000000000165e-03 3.891400000000000046e-04 -2.572999999999999929e-05 -4.335500000000000080e-05 4.635399999999999699e-05
2.444300000000000139e+00 -1.345600000000000129e-01 1.450899999999999967e-01 4.444400000000000260e-03 1.153299999999999985e-02 -2.806200000000000014e-03 2.840399999999999978e-04 -3.972299999999999898e-05 -4.418899999999999993e-05 4.491300000000000180e-05
2.437500000000000000e+00 -1.237499999999999989e-01 1.494399999999999895e-01 4.635700000000000411e-03 1.133699999999999986e-02 -2.185799999999999896e-03 6.002999999999999954e-05 -6.725400000000000356e-05 -4.286599999999999921e-05 4.102999999999999849e-05
2.433899999999999952e+00 -1.216799999999999965e-01 1.477300000000000002e-01 4.646700000000000136e-03 1.123399999999999919e-02 -1.923199999999999910e-03 -3.845700000000000127e-05 -7.999300000000000475e-05 -4.624599999999999734e-05 3.798400000000000089e-05
2.427099999999999813e+00 -1.293400000000000105e-01 1.481099999999999917e-01 4.441399999999999862e-03 1.096699999999999932e-02 -1.366299999999999980e-03 -2.480599999999999797e-04 -1.117399999999999974e-04 -5.344900000000000275e-05 2.999299999999999896e-05
2.423500000000000210e+00 -1.289399999999999991e-01 1.424100000000000088e-01 4.394099999999999742e-03 1.084000000000000068e-02 -1.136800000000000093e-03 -3.370000000000000057e-04 -1.215400000000000052e-04 -5.733399999999999689e-05 2.606300000000000102e-05
2.416700000000000070e+00 -1.372700000000000031e-01 1.406600000000000072e-01 4.088900000000000347e-03 1.051700000000000031e-02 -6.466799999999999545e-04 -5.270500000000000445e-04 -1.546300000000000018e-04 -6.822199999999999835e-05 1.505500000000000070e-05
2.413199999999999790e+00 -1.378999999999999948e-01 1.406199999999999950e-01 4.002900000000000208e-03 1.037199999999999928e-02 -4.499999999999999877e-04 -6.046400000000000385e-04 -1.607299999999999875e-04 -7.096800000000000222e-05 1.111000000000000035e-05
2.406299999999999883e+00 -1.363099999999999867e-01 1.313300000000000023e-01 4.122200000000000343e-03 1.000700000000000027e-02 -2.617499999999999927e-05 -7.721699999999999744e-04 -1.929400000000000060e-04 -8.127599999999999907e-05 -1.073099999999999941e-06
2.402800000000000047e+00 -1.330399999999999916e-01 1.264000000000000123e-01 4.132699999999999568e-03 9.850700000000000428e-03 1.390999999999999930e-04 -8.386799999999999594e-04 -1.952500000000000025e-04 -8.246699999999999495e-05 -4.403299999999999837e-06
2.395799999999999930e+00 -1.224399999999999933e-01 1.175699999999999940e-01 4.338299999999999795e-03 9.455599999999999769e-03 4.989799999999999965e-04 -9.850799999999999400e-04 -2.246299999999999957e-04 -9.085700000000000102e-05 -1.593900000000000105e-05
2.392500000000000071e+00 -1.204100000000000031e-01 1.146500000000000019e-01 4.303000000000000401e-03 9.293100000000000319e-03 6.348700000000000523e-04 -1.041500000000000108e-03 -2.233000000000000067e-04 -9.082399999999999642e-05 -1.838999999999999842e-05
2.385400000000000187e+00 -1.221399999999999986e-01 1.122500000000000026e-01 4.381399999999999705e-03 8.876800000000000662e-03 9.327400000000000448e-04 -1.168100000000000041e-03 -2.476199999999999907e-04 -9.804100000000000542e-05 -2.795799999999999897e-05
2.382099999999999884e+00 -1.198300000000000060e-01 1.115400000000000003e-01 4.344699999999999951e-03 8.711899999999999852e-03 1.041500000000000108e-03 -1.215500000000000001e-03 -2.428700000000000108e-04 -9.696699999999999504e-05 -2.947199999999999836e-05
2.375000000000000000e+00 -1.143600000000000033e-01 1.067799999999999999e-01 4.060099999999999647e-03 8.281800000000000619e-03 1.279900000000000048e-03 -1.323500000000000024e-03 -2.593799999999999730e-04 -1.033800000000000029e-04 -3.622499999999999960e-05
2.371799999999999908e+00 -1.147100000000000064e-01 1.056900000000000062e-01 3.944999999999999722e-03 8.118200000000000763e-03 1.364299999999999931e-03 -1.362799999999999949e-03 -2.516299999999999744e-04 -1.010700000000000064e-04 -3.676100000000000260e-05
2.364599999999999813e+00 -1.096599999999999936e-01 9.880300000000000193e-02 4.021499999999999901e-03 7.681399999999999686e-03 1.548099999999999954e-03 -1.453800000000000101e-03 -2.576200000000000170e-04 -1.054200000000000037e-04 -4.009200000000000171e-05
2.361499999999999932e+00 -1.089600000000000013e-01 9.853599999999999859e-02 4.166800000000000018e-03 7.522899999999999900e-03 1.611400000000000029e-03 -1.485599999999999898e-03 -2.476700000000000190e-04 -1.018199999999999975e-04 -3.962699999999999854e-05
2.354200000000000070e+00 -9.938800000000000412e-02 9.374000000000000388e-02 4.100999999999999611e-03 7.087099999999999823e-03 1.747400000000000082e-03 -1.560299999999999925e-03 -2.415299999999999999e-04 -1.021599999999999977e-04 -3.921299999999999878e-05
2.351199999999999957e+00 -9.584900000000000364e-02 9.180099999999999372e-02 4.089299999999999706e-03 6.937300000000000411e-03 1.793200000000000002e-03 -1.585400000000000047e-03 -2.306300000000000060e-04 -9.787300000000000296e-05 -3.791199999999999887e-05
2.343799999999999883e+00 -9.608999999999999486e-02 8.706999999999999462e-02 4.067499999999999935e-03 6.510099999999999568e-03 1.888700000000000101e-03 -1.643399999999999939e-03 -2.129499999999999991e-04 -9.336600000000000021e-05 -3.407500000000000156e-05
2.340899999999999981e+00 -9.464200000000000390e-02 8.627100000000000046e-02 4.132199999999999936e-03 6.372199999999999739e-03 1.920000000000000049e-03 -1.663100000000000038e-03 -2.025700000000000070e-04 -8.944099999999999967e-05 -3.240900000000000090e-05
2.333299999999999930e+00 -9.512099999999999722e-02 8.741999999999999771e-02 4.123400000000000155e-03 5.960400000000000247e-03 1.981000000000000122e-03 -1.706499999999999901e-03 -1.765500000000000088e-04 -8.099099999999999756e-05 -2.644600000000000057e-05
2.330600000000000005e+00 -9.471200000000000452e-02 9.047199999999999687e-02 4.105000000000000142e-03 5.835899999999999768e-03 2.000299999999999995e-03 -1.722000000000000006e-03 -1.679999999999999907e-04 -7.818100000000000245e-05 -2.511400000000000045e-05
2.322900000000000187e+00 -9.183900000000000396e-02 9.022900000000000365e-02 4.070999999999999966e-03 5.444400000000000281e-03 2.031699999999999999e-03 -1.755499999999999899e-03 -1.387100000000000052e-04 -6.748099999999999986e-05 -1.918899999999999873e-05
2.320300000000000029e+00 -9.272900000000000587e-02 8.900500000000000078e-02 4.091899999999999878e-03 5.333700000000000246e-03 2.041199999999999959e-03 -1.767799999999999927e-03 -1.328299999999999869e-04 -6.560699999999999713e-05 -1.886299999999999880e-05
2.312500000000000000e+00 -8.596700000000000175e-02 9.120100000000000429e-02 4.109999999999999938e-03 4.965599999999999702e-03 2.045599999999999849e-03 -1.794100000000000078e-03 -1.055200000000000062e-04 -5.355900000000000000e-05 -1.538300000000000163e-05
2.310000000000000053e+00 -8.537699999999999456e-02 9.174999999999999822e-02 4.045700000000000164e-03 4.868199999999999611e-03 2.047100000000000048e-03 -1.803899999999999991e-03 -1.024600000000000050e-04 -5.159899999999999844e-05 -1.640100000000000103e-05
2.302099999999999813e+00 -8.522699999999999720e-02 9.026000000000000689e-02 4.144300000000000067e-03 4.524000000000000243e-03 2.027499999999999789e-03 -1.825000000000000016e-03 -8.069299999999999466e-05 -3.761499999999999815e-05 -1.705499999999999849e-05
2.299700000000000077e+00 -8.790399999999999603e-02 9.022700000000000164e-02 4.146600000000000286e-03 4.439000000000000237e-03 2.023200000000000172e-03 -1.832999999999999994e-03 -7.993899999999999476e-05 -3.447499999999999773e-05 -1.921500000000000153e-05
2.291700000000000070e+00 -8.880300000000000693e-02 9.210999999999999743e-02 4.477100000000000350e-03 4.117899999999999859e-03 1.983899999999999813e-03 -1.850800000000000101e-03 -6.429900000000000220e-05 -1.730300000000000018e-05 -2.402699999999999882e-05
2.289499999999999869e+00 -8.896800000000000541e-02 9.284399999999999598e-02 4.456899999999999751e-03 4.044200000000000399e-03 1.975699999999999939e-03 -1.857399999999999936e-03 -6.496200000000000585e-05 -1.270000000000000038e-05 -2.659799999999999843e-05
2.281299999999999883e+00 -9.460599999999999565e-02 9.743599999999999484e-02 4.086300000000000175e-03 3.743600000000000139e-03 1.921600000000000088e-03 -1.872699999999999929e-03 -5.313499999999999864e-05 7.668900000000000386e-06 -3.346799999999999873e-05
2.279199999999999893e+00 -9.328599999999999393e-02 9.728100000000000636e-02 4.027099999999999604e-03 3.680099999999999951e-03 1.910900000000000098e-03 -1.877600000000000102e-03 -5.425399999999999927e-05 1.280999999999999933e-05 -3.547099999999999971e-05
2.270799999999999930e+00 -9.563599999999999879e-02 9.497200000000000086e-02 3.938200000000000207e-03 3.397299999999999799e-03 1.845700000000000032e-03 -1.889700000000000017e-03 -4.239400000000000102e-05 3.344100000000000051e-05 -4.064800000000000113e-05
2.269000000000000128e+00 -9.691500000000000115e-02 9.583999999999999464e-02 4.041499999999999954e-03 3.343500000000000118e-03 1.833699999999999957e-03 -1.892500000000000085e-03 -4.321700000000000313e-05 3.738299999999999767e-05 -4.130100000000000318e-05
2.260400000000000187e+00 -9.949900000000000411e-02 9.603200000000000625e-02 4.246599999999999681e-03 3.078500000000000073e-03 1.759600000000000053e-03 -1.900400000000000006e-03 -2.801000000000000118e-05 5.233000000000000211e-05 -4.080499999999999980e-05
2.258700000000000152e+00 -9.935399999999999787e-02 9.704899999999999638e-02 4.229199999999999800e-03 3.034400000000000031e-03 1.747099999999999912e-03 -1.901399999999999922e-03 -2.814300000000000143e-05 5.353200000000000178e-05 -3.988899999999999705e-05
2.250000000000000000e+00 -9.508900000000000685e-02 1.033400000000000013e-01 4.326799999999999570e-03 2.789199999999999926e-03 1.665199999999999927e-03 -1.905100000000000066e-03 -8.595100000000000090e-06 5.617299999999999903e-05 -3.132299999999999809e-05
2.248499999999999943e+00 -9.632599999999999496e-02 1.036699999999999983e-01 4.361600000000000199e-03 2.754400000000000164e-03 1.652899999999999899e-03 -1.904600000000000000e-03 -8.021300000000000603e-06 5.425999999999999888e-05 -2.926000000000000107e-05
2.239599999999999813e+00 -9.876600000000000656e-02 1.109900000000000053e-01 4.357500000000000262e-03 2.532200000000000076e-03 1.563500000000000003e-03 -1.902999999999999961e-03 1.387799999999999994e-05 4.110399999999999812e-05 -1.314299999999999936e-05
2.238300000000000178e+00 -1.000999999999999945e-01 1.120600000000000068e-01 4.302300000000000221e-03 2.506200000000000094e-03 1.551800000000000098e-03 -1.900599999999999902e-03 1.489800000000000034e-05 3.707699999999999755e-05 -1.075499999999999952e-05
2.229200000000000070e+00 -9.685000000000000553e-02 1.155299999999999938e-01 4.336099999999999850e-03 2.310400000000000214e-03 1.454900000000000073e-03 -1.888099999999999978e-03 3.496899999999999672e-05 1.045700000000000000e-05 9.334399999999999940e-06
2.228099999999999969e+00 -9.605900000000000549e-02 1.147500000000000048e-01 4.383500000000000243e-03 2.291800000000000087e-03 1.444200000000000084e-03 -1.883600000000000031e-03 3.605900000000000153e-05 6.018699999999999651e-06 1.123900000000000031e-05
2.218799999999999883e+00 -9.109699999999999742e-02 1.034800000000000025e-01 4.587500000000000432e-03 2.123499999999999954e-03 1.339300000000000082e-03 -1.851199999999999894e-03 4.976200000000000230e-05 -2.659399999999999983e-05 2.987000000000000031e-05
2.217799999999999994e+00 -9.057199999999999973e-02 1.029999999999999943e-01 4.563199999999999895e-03 2.110799999999999916e-03 1.330100000000000076e-03 -1.844699999999999899e-03 5.060500000000000084e-05 -3.003900000000000157e-05 3.086400000000000130e-05
2.208299999999999930e+00 -9.333800000000000430e-02 1.012900000000000050e-01 4.399600000000000039e-03 1.966999999999999998e-03 1.216400000000000077e-03 -1.783700000000000042e-03 5.500099999999999737e-05 -5.979399999999999705e-05 4.288399999999999802e-05
2.207599999999999785e+00 -9.305499999999999883e-02 1.019499999999999990e-01 4.398499999999999632e-03 1.958699999999999851e-03 1.208899999999999949e-03 -1.776199999999999914e-03 5.546799999999999815e-05 -6.171100000000000598e-05 4.304499999999999868e-05
2.197900000000000187e+00 -1.026799999999999935e-01 9.747500000000000608e-02 4.042399999999999813e-03 1.834899999999999986e-03 1.085800000000000046e-03 -1.680000000000000070e-03 5.043200000000000097e-05 -8.240900000000000330e-05 4.571400000000000311e-05
2.197400000000000020e+00 -1.027900000000000064e-01 9.744300000000000184e-02 4.048600000000000289e-03 1.829899999999999973e-03 1.080500000000000080e-03 -1.673100000000000065e-03 5.058799999999999744e-05 -8.306799999999999818e-05 4.545899999999999963e-05
2.187500000000000000e+00 -1.014599999999999946e-01 1.025699999999999945e-01 4.109400000000000032e-03 1.720799999999999977e-03 9.488699999999999869e-04 -1.536500000000000105e-03 3.879899999999999902e-05 -9.289200000000000441e-05 3.949099999999999849e-05
2.187300000000000022e+00 -1.017900000000000055e-01 1.023300000000000043e-01 4.114099999999999875e-03 1.718499999999999975e-03 9.460300000000000480e-04 -1.532099999999999998e-03 3.880799999999999842e-05 -9.292800000000000203e-05 3.925599999999999820e-05
2.177099999999999813e+00 -1.107500000000000012e-01 1.027499999999999941e-01 3.762199999999999833e-03 1.622699999999999924e-03 8.101099999999999534e-04 -1.354100000000000008e-03 2.453200000000000161e-05 -9.353099999999999609e-05 2.820600000000000066e-05
2.177099999999999813e+00 -1.107500000000000012e-01 1.027600000000000041e-01 3.761899999999999879e-03 1.622600000000000084e-03 8.099300000000000466e-04 -1.353699999999999999e-03 2.453000000000000062e-05 -9.351999999999999907e-05 2.819100000000000165e-05
2.176400000000000112e+00 -1.103699999999999959e-01 1.038000000000000034e-01 3.751099999999999834e-03 1.616999999999999948e-03 8.009900000000000136e-04 -1.339200000000000026e-03 2.366600000000000008e-05 -9.314099999999999474e-05 2.740299999999999835e-05
2.166900000000000048e+00 -1.052499999999999963e-01 1.177399999999999974e-01 3.616600000000000197e-03 1.540700000000000099e-03 6.813499999999999461e-04 -1.144199999999999948e-03 1.204999999999999983e-05 -8.771100000000000099e-05 1.680700000000000019e-05
2.166700000000000070e+00 -1.052300000000000041e-01 1.178099999999999981e-01 3.614700000000000205e-03 1.539000000000000003e-03 6.780799999999999588e-04 -1.139599999999999945e-03 1.152999999999999972e-05 -8.772799999999999761e-05 1.652399999999999968e-05
2.156699999999999839e+00 -1.090700000000000003e-01 1.297599999999999865e-01 3.818900000000000072e-03 1.472999999999999917e-03 5.669800000000000230e-04 -9.158799999999999927e-04 2.956600000000000204e-06 -7.886999999999999534e-05 8.303400000000000833e-06
2.156299999999999883e+00 -1.091799999999999993e-01 1.296200000000000130e-01 3.842100000000000203e-03 1.470299999999999906e-03 5.607599999999999911e-04 -9.048500000000000119e-04 2.309599999999999876e-06 -7.878700000000000308e-05 7.801800000000000418e-06
2.146599999999999842e+00 -1.095200000000000062e-01 1.211300000000000016e-01 4.253700000000000016e-03 1.418999999999999906e-03 4.715499999999999965e-04 -6.791500000000000011e-04 -2.631700000000000146e-06 -6.859500000000000308e-05 3.508299999999999936e-06
2.145799999999999930e+00 -1.092000000000000054e-01 1.210399999999999948e-01 4.269199999999999905e-03 1.415900000000000101e-03 4.634500000000000165e-04 -6.612999999999999738e-04 -3.001299999999999962e-06 -6.820600000000000393e-05 2.959199999999999975e-06
2.136400000000000077e+00 -1.048700000000000049e-01 1.174800000000000011e-01 4.227899999999999714e-03 1.377600000000000092e-03 3.955000000000000182e-04 -4.445200000000000063e-04 -5.624600000000000324e-06 -5.746999999999999694e-05 1.469800000000000098e-06
2.135400000000000187e+00 -1.051699999999999996e-01 1.170699999999999935e-01 4.209899999999999927e-03 1.374599999999999910e-03 3.865900000000000239e-04 -4.204799999999999857e-04 -5.580500000000000187e-06 -5.659100000000000079e-05 9.711399999999999465e-07
2.126300000000000079e+00 -1.039599999999999969e-01 1.062799999999999995e-01 4.381699999999999658e-03 1.345800000000000078e-03 3.360899999999999890e-04 -2.226399999999999961e-04 -6.921700000000000153e-06 -4.599100000000000063e-05 5.671000000000000422e-07
2.125000000000000000e+00 -1.031900000000000039e-01 1.058499999999999996e-01 4.405599999999999968e-03 1.343000000000000010e-03 3.270600000000000026e-04 -1.939499999999999981e-04 -6.574000000000000077e-06 -4.462600000000000269e-05 1.000099999999999936e-07
2.116099999999999870e+00 -9.314400000000000457e-02 1.048000000000000043e-01 3.979199999999999578e-03 1.318600000000000067e-03 2.908499999999999953e-04 -2.120099999999999912e-05 -6.888999999999999602e-06 -3.504999999999999815e-05 -4.240300000000000191e-07
2.114599999999999813e+00 -9.258600000000000163e-02 1.033899999999999958e-01 3.905899999999999910e-03 1.315699999999999942e-03 2.822200000000000186e-04 1.033900000000000045e-05 -6.425499999999999720e-06 -3.342499999999999931e-05 -9.192099999999999837e-07
2.105999999999999872e+00 -9.243999999999999440e-02 9.931399999999999950e-02 3.748800000000000049e-03 1.290700000000000094e-03 2.583400000000000236e-04 1.572300000000000108e-04 -5.587800000000000101e-06 -2.567500000000000066e-05 -1.857500000000000003e-06
2.104200000000000070e+00 -9.204800000000000482e-02 9.886200000000000543e-02 3.722899999999999907e-03 1.287200000000000063e-03 2.507000000000000222e-04 1.902299999999999998e-04 -5.145799999999999928e-06 -2.407600000000000124e-05 -2.380499999999999909e-06
2.095899999999999874e+00 -9.673600000000000254e-02 9.413100000000000633e-02 3.779600000000000147e-03 1.259600000000000043e-03 2.368700000000000005e-04 3.139199999999999760e-04 -3.303800000000000030e-06 -1.842800000000000042e-05 -3.430900000000000050e-06
2.093799999999999883e+00 -9.586500000000000576e-02 9.339699999999999391e-02 3.799100000000000133e-03 1.254499999999999973e-03 2.306499999999999957e-04 3.475299999999999744e-04 -2.968799999999999850e-06 -1.699900000000000106e-05 -3.899999999999999929e-06
2.085799999999999876e+00 -8.794499999999999540e-02 8.757199999999999707e-02 3.799999999999999992e-03 1.224999999999999960e-03 2.237499999999999906e-04 4.513300000000000037e-04 -7.814199999999999655e-07 -1.316699999999999946e-05 -4.740400000000000387e-06
2.083299999999999930e+00 -8.745999999999999608e-02 8.504799999999999860e-02 3.772199999999999859e-03 1.218099999999999955e-03 2.190000000000000106e-04 4.849599999999999918e-04 -6.497200000000000237e-07 -1.187699999999999996e-05 -5.067100000000000156e-06
2.075699999999999878e+00 -8.497399999999999398e-02 8.826599999999999724e-02 3.975000000000000235e-03 1.188000000000000037e-03 2.167699999999999998e-04 5.725500000000000120e-04 1.043800000000000069e-06 -9.419000000000000790e-06 -5.678200000000000116e-06
2.072900000000000187e+00 -8.336000000000000354e-02 8.630200000000000371e-02 3.986199999999999639e-03 1.179300000000000096e-03 2.133699999999999985e-04 6.059000000000000366e-04 8.484500000000000039e-07 -8.234500000000000527e-06 -5.852699999999999885e-06
2.065599999999999881e+00 -8.376200000000000312e-02 7.691000000000000614e-02 3.961100000000000385e-03 1.148099999999999989e-03 2.147299999999999990e-04 6.809399999999999958e-04 1.548800000000000104e-06 -6.883999999999999650e-06 -6.414100000000000134e-06
2.062500000000000000e+00 -8.541500000000000481e-02 7.668800000000000616e-02 4.021699999999999581e-03 1.137100000000000046e-03 2.126300000000000022e-04 7.141200000000000542e-04 9.402299999999999959e-07 -5.944299999999999991e-06 -6.504699999999999741e-06
2.055499999999999883e+00 -8.876499999999999668e-02 8.669999999999999929e-02 3.862299999999999935e-03 1.103400000000000040e-03 2.170899999999999967e-04 7.782200000000000402e-04 7.415099999999999741e-07 -5.520200000000000104e-06 -7.107600000000000356e-06
