# z ne np nH Bx By Bz Ex Ey Ez
8.482299999999999562e-02 -5.236099999999999782e-02 4.896500000000000158e-02 3.586199999999999891e-03 2.068400000000000051e-05 3.435600000000000107e-05 5.372900000000000007e-05 1.274100000000000007e-06 1.790900000000000082e-06 -1.017300000000000069e-05
8.981300000000000394e-02 -5.384300000000000197e-02 5.065200000000000258e-02 3.629600000000000187e-03 2.045700000000000082e-05 3.241000000000000310e-05 5.578899999999999728e-05 1.102100000000000002e-06 2.570800000000000018e-06 -8.771400000000000418e-06
9.480199999999999738e-02 -5.471399999999999875e-02 5.210900000000000254e-02 3.666099999999999828e-03 2.028899999999999836e-05 3.046200000000000074e-05 5.784300000000000167e-05 9.777400000000000188e-07 3.228399999999999871e-06 -7.403999999999999754e-06
9.979200000000000570e-02 -5.443599999999999828e-02 5.353000000000000119e-02 3.696399999999999859e-03 2.031699999999999877e-05 2.845800000000000095e-05 5.996199999999999951e-05 1.011900000000000002e-06 3.392599999999999925e-06 -6.111300000000000255e-06
1.047799999999999981e-01 -5.466100000000000125e-02 5.486499999999999710e-02 3.693399999999999895e-03 2.038000000000000139e-05 2.645899999999999858e-05 6.206599999999999834e-05 1.096099999999999975e-06 3.479699999999999905e-06 -4.897200000000000309e-06
1.097700000000000065e-01 -5.599799999999999917e-02 5.351700000000000207e-02 3.498400000000000034e-03 2.067099999999999911e-05 2.440200000000000116e-05 6.422099999999999380e-05 1.470399999999999932e-06 2.924700000000000136e-06 -4.040800000000000343e-06
1.147600000000000009e-01 -5.727600000000000052e-02 5.233199999999999658e-02 3.333800000000000045e-03 2.097099999999999962e-05 2.235399999999999977e-05 6.635700000000000181e-05 1.860900000000000047e-06 2.359500000000000025e-06 -3.235700000000000208e-06
1.197499999999999953e-01 -5.358299999999999869e-02 5.188199999999999756e-02 3.451099999999999914e-03 2.152900000000000004e-05 2.025000000000000094e-05 6.852600000000000087e-05 2.522200000000000178e-06 1.281499999999999928e-06 -3.103000000000000191e-06
1.247400000000000037e-01 -4.984800000000000342e-02 5.145999999999999880e-02 3.566399999999999952e-03 2.208499999999999946e-05 1.814899999999999852e-05 7.068799999999999812e-05 3.182900000000000053e-06 2.036899999999999929e-07 -2.973799999999999802e-06
1.297300000000000120e-01 -5.387700000000000128e-02 5.014500000000000207e-02 3.564499999999999960e-03 2.289500000000000018e-05 1.601300000000000068e-05 7.283500000000000315e-05 3.903200000000000170e-06 -9.724299999999999799e-07 -3.513400000000000107e-06
1.347200000000000064e-01 -5.840900000000000258e-02 4.872900000000000148e-02 3.560100000000000070e-03 2.371999999999999990e-05 1.386600000000000073e-05 7.499300000000000519e-05 4.627900000000000194e-06 -2.154499999999999870e-06 -4.083300000000000360e-06
1.397100000000000009e-01 -6.010999999999999677e-02 4.966799999999999687e-02 3.457700000000000183e-03 2.476800000000000071e-05 1.170100000000000029e-05 7.710399999999999904e-05 5.155699999999999613e-06 -3.060799999999999985e-06 -4.895099999999999940e-06
1.446999999999999953e-01 -6.148399999999999699e-02 5.105599999999999722e-02 3.340500000000000153e-03 2.585699999999999994e-05 9.518999999999999833e-06 7.922799999999999428e-05 5.664599999999999941e-06 -3.912800000000000044e-06 -5.760200000000000347e-06
1.496899999999999897e-01 -6.068099999999999883e-02 5.127299999999999913e-02 3.385599999999999894e-03 2.713899999999999884e-05 7.326500000000000072e-06 8.129000000000000266e-05 5.811500000000000178e-06 -4.336700000000000339e-06 -6.379899999999999683e-06
1.546800000000000119e-01 -5.938800000000000329e-02 5.130099999999999938e-02 3.470700000000000174e-03 2.848700000000000017e-05 5.115800000000000215e-06 8.335699999999999490e-05 5.871599999999999823e-06 -4.615299999999999671e-06 -6.965000000000000230e-06
1.596700000000000064e-01 -5.954000000000000264e-02 5.357599999999999862e-02 3.502100000000000178e-03 2.999400000000000116e-05 2.901999999999999913e-06 8.535200000000000545e-05 5.530700000000000258e-06 -4.527199999999999616e-06 -7.054799999999999777e-06
1.646600000000000008e-01 -6.047299999999999898e-02 5.669600000000000334e-02 3.532500000000000050e-03 3.159000000000000078e-05 6.695899999999999495e-07 8.734000000000000064e-05 5.017399999999999599e-06 -4.246799999999999726e-06 -6.972099999999999705e-06
1.696499999999999952e-01 -6.119600000000000040e-02 5.741299999999999876e-02 3.510800000000000119e-03 3.331299999999999767e-05 -1.559300000000000046e-06 8.925000000000000099e-05 4.199999999999999598e-06 -3.762099999999999945e-06 -6.447599999999999898e-06
1.746399999999999897e-01 -6.198499999999999843e-02 5.710400000000000198e-02 3.456900000000000164e-03 3.514299999999999878e-05 -3.805699999999999833e-06 9.113700000000000512e-05 3.163499999999999866e-06 -3.120799999999999834e-06 -5.689999999999999732e-06
1.796300000000000119e-01 -6.260100000000000386e-02 5.779399999999999815e-02 3.386999999999999820e-03 3.706799999999999814e-05 -6.043200000000000009e-06 9.294600000000000084e-05 2.031600000000000166e-06 -2.431499999999999929e-06 -4.715900000000000029e-06
1.846200000000000063e-01 -6.237000000000000183e-02 5.880900000000000016e-02 3.255399999999999874e-03 3.911500000000000073e-05 -8.295500000000000451e-06 9.471199999999999715e-05 7.557300000000000048e-07 -1.691900000000000056e-06 -3.588100000000000002e-06
1.895999999999999908e-01 -6.266099999999999448e-02 5.970099999999999713e-02 3.272499999999999801e-03 4.122699999999999678e-05 -1.053499999999999993e-05 9.640499999999999601e-05 -3.908099999999999903e-07 -9.985400000000000992e-07 -2.497600000000000024e-06
1.945900000000000130e-01 -6.329100000000000004e-02 6.022899999999999782e-02 3.488199999999999894e-03 4.347000000000000224e-05 -1.278399999999999991e-05 9.803300000000000143e-05 -1.446000000000000004e-06 -3.874200000000000109e-07 -1.461100000000000080e-06
1.995800000000000074e-01 -6.312399999999999956e-02 6.111500000000000266e-02 3.631699999999999859e-03 4.575300000000000054e-05 -1.501799999999999919e-05 9.959599999999999985e-05 -2.260800000000000021e-06 1.568599999999999898e-07 -6.570300000000000011e-07
2.045700000000000018e-01 -6.068599999999999689e-02 6.324399999999999467e-02 3.665299999999999808e-03 4.817000000000000128e-05 -1.725599999999999877e-05 1.010700000000000064e-04 -2.695200000000000047e-06 5.229400000000000491e-07 -2.158999999999999944e-07
2.095599999999999963e-01 -5.963199999999999751e-02 6.417899999999999994e-02 3.712899999999999881e-03 5.060300000000000323e-05 -1.947700000000000004e-05 1.024900000000000030e-04 -2.942399999999999984e-06 8.535699999999999862e-07 -6.253900000000000169e-08
2.145499999999999907e-01 -6.379899999999999460e-02 6.245599999999999763e-02 3.721900000000000208e-03 5.316899999999999865e-05 -2.169500000000000150e-05 1.038000000000000023e-04 -2.699500000000000158e-06 1.002999999999999968e-06 -5.704499999999999763e-07
2.195400000000000129e-01 -6.727199999999999847e-02 6.078299999999999675e-02 3.698599999999999804e-03 5.573200000000000105e-05 -2.389500000000000077e-05 1.050800000000000036e-04 -2.401499999999999792e-06 1.157000000000000103e-06 -1.253199999999999919e-06
2.245300000000000074e-01 -6.847899999999999820e-02 5.873500000000000248e-02 3.596100000000000078e-03 5.841899999999999751e-05 -2.608199999999999863e-05 1.062100000000000012e-04 -1.847599999999999895e-06 1.221300000000000064e-06 -2.607300000000000007e-06
2.295200000000000018e-01 -6.933000000000000274e-02 5.711299999999999710e-02 3.505600000000000209e-03 6.109100000000000175e-05 -2.825499999999999968e-05 1.073300000000000041e-04 -1.315499999999999941e-06 1.306599999999999908e-06 -3.972599999999999878e-06
2.345099999999999962e-01 -6.881500000000000117e-02 5.955400000000000277e-02 3.587799999999999930e-03 6.387099999999999885e-05 -3.040200000000000132e-05 1.082899999999999949e-04 -9.996999999999999322e-07 1.413300000000000089e-06 -5.506499999999999710e-06
2.394999999999999907e-01 -6.847599999999999520e-02 6.213799999999999879e-02 3.673399999999999842e-03 6.663399999999999933e-05 -3.254099999999999896e-05 1.092400000000000044e-04 -6.927399999999999946e-07 1.534700000000000104e-06 -7.005900000000000126e-06
2.444900000000000129e-01 -6.900699999999999890e-02 6.605500000000000260e-02 3.651699999999999911e-03 6.947400000000000602e-05 -3.463800000000000277e-05 1.100199999999999936e-04 -9.631299999999999164e-07 1.723899999999999919e-06 -7.848100000000000296e-06
2.494800000000000073e-01 -6.950900000000000134e-02 6.995800000000000629e-02 3.627299999999999969e-03 7.231899999999999657e-05 -3.673600000000000200e-05 1.107999999999999963e-04 -1.241200000000000076e-06 1.910599999999999969e-06 -8.687699999999999847e-06
2.544699999999999740e-01 -6.812699999999999312e-02 6.759300000000000030e-02 3.617099999999999829e-03 7.517499999999999768e-05 -3.877099999999999861e-05 1.114200000000000005e-04 -2.032799999999999833e-06 2.151300000000000053e-06 -8.388100000000000208e-06
2.594600000000000239e-01 -6.656499999999999917e-02 6.487400000000000111e-02 3.618999999999999821e-03 7.805700000000000160e-05 -4.081099999999999940e-05 1.120200000000000015e-04 -2.867100000000000044e-06 2.378300000000000167e-06 -8.019000000000000642e-06
2.644500000000000184e-01 -6.758599999999999330e-02 6.316299999999999693e-02 3.719000000000000083e-03 8.092399999999999973e-05 -4.278700000000000217e-05 1.124799999999999937e-04 -3.905299999999999692e-06 2.619700000000000092e-06 -6.736600000000000011e-06
2.694400000000000128e-01 -6.930999999999999661e-02 6.181199999999999889e-02 3.833599999999999942e-03 8.381499999999999628e-05 -4.475900000000000294e-05 1.129100000000000015e-04 -4.967400000000000077e-06 2.848200000000000106e-06 -5.283100000000000290e-06
2.744300000000000073e-01 -6.818100000000000549e-02 6.187999999999999751e-02 3.806400000000000148e-03 8.667199999999999958e-05 -4.666800000000000109e-05 1.132200000000000036e-04 -5.945799999999999892e-06 3.081799999999999869e-06 -3.480600000000000184e-06
2.794200000000000017e-01 -6.608500000000000485e-02 6.262900000000000411e-02 3.731899999999999801e-03 8.954700000000000170e-05 -4.856500000000000004e-05 1.134899999999999993e-04 -6.858599999999999860e-06 3.312300000000000034e-06 -1.546599999999999939e-06
2.844099999999999961e-01 -6.435100000000000542e-02 6.436000000000000054e-02 3.716800000000000138e-03 9.237499999999999563e-05 -5.040100000000000076e-05 1.136600000000000061e-04 -7.532900000000000332e-06 3.527799999999999918e-06 2.033100000000000120e-07
2.893999999999999906e-01 -6.226700000000000290e-02 6.651500000000000468e-02 3.718799999999999970e-03 9.520900000000000272e-05 -5.221500000000000067e-05 1.137799999999999982e-04 -8.028300000000000705e-06 3.747199999999999885e-06 1.887999999999999965e-06
2.943899999999999850e-01 -6.164499999999999841e-02 6.719400000000000373e-02 3.659100000000000200e-03 9.799100000000000421e-05 -5.397299999999999976e-05 1.138399999999999943e-04 -8.249800000000000194e-06 3.892299999999999986e-06 3.097400000000000194e-06
2.993799999999999795e-01 -6.256599999999999662e-02 6.612899999999999334e-02 3.572500000000000155e-03 1.007600000000000043e-04 -5.569699999999999884e-05 1.138299999999999994e-04 -8.199000000000000613e-06 4.004000000000000120e-06 3.990500000000000164e-06
3.043699999999999739e-01 -6.392399999999999471e-02 6.516299999999999870e-02 3.537100000000000053e-03 1.034800000000000054e-04 -5.737099999999999671e-05 1.137700000000000034e-04 -7.924800000000000765e-06 3.981499999999999911e-06 4.398699999999999915e-06
3.093600000000000239e-01 -6.543799999999999617e-02 6.458300000000000152e-02 3.543999999999999841e-03 1.061800000000000032e-04 -5.899999999999999754e-05 1.136400000000000029e-04 -7.343699999999999671e-06 3.831700000000000092e-06 4.340900000000000231e-06
3.143400000000000083e-01 -6.587099999999999900e-02 6.572899999999999576e-02 3.560199999999999910e-03 1.088299999999999999e-04 -6.058599999999999896e-05 1.134899999999999993e-04 -6.648200000000000146e-06 3.550300000000000127e-06 3.982999999999999812e-06
3.193300000000000027e-01 -6.463299999999999601e-02 6.994999999999999829e-02 3.600700000000000081e-03 1.114299999999999953e-04 -6.211499999999999736e-05 1.132799999999999996e-04 -5.724399999999999775e-06 3.056499999999999874e-06 3.230400000000000022e-06
3.243199999999999972e-01 -6.404799999999999383e-02 7.123500000000000665e-02 3.612999999999999892e-03 1.140000000000000063e-04 -6.360999999999999576e-05 1.130499999999999967e-04 -4.799100000000000350e-06 2.504200000000000097e-06 2.404399999999999798e-06
3.293099999999999916e-01 -6.520600000000000007e-02 6.566299999999999915e-02 3.555099999999999840e-03 1.165099999999999941e-04 -6.503600000000000548e-05 1.127700000000000062e-04 -3.858500000000000411e-06 1.767300000000000003e-06 1.468299999999999986e-06
3.342999999999999861e-01 -6.554599999999999316e-02 6.229799999999999921e-02 3.501699999999999952e-03 1.189800000000000026e-04 -6.643900000000000543e-05 1.124900000000000021e-04 -2.966800000000000123e-06 1.054800000000000048e-06 5.964200000000000427e-07
3.392899999999999805e-01 -6.344500000000000139e-02 6.522300000000000320e-02 3.474599999999999998e-03 1.213900000000000016e-04 -6.776100000000000395e-05 1.121599999999999968e-04 -2.319700000000000000e-06 3.311499999999999973e-07 -4.852700000000000169e-08
3.442799999999999749e-01 -6.178800000000000264e-02 6.704499999999999349e-02 3.467700000000000209e-03 1.237699999999999890e-04 -6.906899999999999889e-05 1.118300000000000050e-04 -1.698100000000000098e-06 -3.397600000000000195e-07 -6.149500000000000372e-07
3.492700000000000249e-01 -6.390099999999999947e-02 6.375000000000000111e-02 3.552599999999999942e-03 1.260800000000000126e-04 -7.028800000000000195e-05 1.114799999999999965e-04 -1.464499999999999912e-06 -8.030900000000000265e-07 -7.997699999999999677e-07
3.542600000000000193e-01 -6.594800000000000662e-02 6.060299999999999715e-02 3.618000000000000122e-03 1.283799999999999872e-04 -7.150299999999999625e-05 1.111399999999999964e-04 -1.213300000000000098e-06 -1.242199999999999940e-06 -9.464900000000000004e-07
3.592500000000000138e-01 -6.282000000000000084e-02 6.160299999999999804e-02 3.442499999999999814e-03 1.305900000000000084e-04 -7.261900000000000386e-05 1.107900000000000014e-04 -1.287799999999999978e-06 -1.378800000000000038e-06 -8.598000000000000096e-07
3.642400000000000082e-01 -5.972299999999999831e-02 6.254400000000000237e-02 3.268399999999999864e-03 1.328000000000000025e-04 -7.373499999999999792e-05 1.104400000000000065e-04 -1.359600000000000078e-06 -1.514600000000000076e-06 -7.698500000000000280e-07
3.692300000000000026e-01 -5.918600000000000250e-02 6.274100000000000510e-02 3.419300000000000117e-03 1.349300000000000109e-04 -7.475999999999999573e-05 1.101100000000000012e-04 -1.519600000000000028e-06 -1.492100000000000080e-06 -6.891400000000000418e-07
3.742199999999999971e-01 -5.865200000000000274e-02 6.324100000000000554e-02 3.585300000000000032e-03 1.370599999999999922e-04 -7.577800000000000529e-05 1.097799999999999959e-04 -1.702700000000000020e-06 -1.462399999999999966e-06 -6.290599999999999962e-07
3.792099999999999915e-01 -6.129899999999999932e-02 6.305600000000000094e-02 3.481699999999999899e-03 1.391300000000000045e-04 -7.671800000000000646e-05 1.094899999999999969e-04 -1.851699999999999991e-06 -1.535699999999999967e-06 -6.536999999999999839e-07
3.841999999999999860e-01 -6.433999999999999442e-02 6.259099999999999386e-02 3.330300000000000014e-03 1.411999999999999898e-04 -7.764300000000000184e-05 1.091900000000000032e-04 -2.000199999999999925e-06 -1.618900000000000077e-06 -7.049800000000000037e-07
3.891899999999999804e-01 -6.701899999999999524e-02 6.479699999999999349e-02 3.256400000000000006e-03 1.432200000000000010e-04 -7.850400000000000596e-05 1.089399999999999971e-04 -2.089999999999999895e-06 -1.958200000000000157e-06 -7.287200000000000296e-07
3.941799999999999748e-01 -6.967399999999999982e-02 6.767600000000000005e-02 3.194699999999999970e-03 1.452299999999999902e-04 -7.934300000000000250e-05 1.086999999999999994e-04 -2.146300000000000101e-06 -2.361100000000000145e-06 -7.451999999999999760e-07
3.991700000000000248e-01 -6.761399999999999355e-02 6.694600000000000550e-02 3.245300000000000008e-03 1.472300000000000117e-04 -8.013300000000000002e-05 1.084999999999999946e-04 -2.139599999999999810e-06 -2.974300000000000051e-06 -6.946499999999999899e-07
4.041600000000000192e-01 -6.374199999999999311e-02 6.423299999999999843e-02 3.366200000000000182e-03 1.492200000000000113e-04 -8.089400000000000171e-05 1.083099999999999981e-04 -2.068899999999999792e-06 -3.673599999999999861e-06 -6.036599999999999937e-07
4.091500000000000137e-01 -6.208099999999999730e-02 6.185899999999999732e-02 3.443799999999999899e-03 1.511999999999999889e-04 -8.161999999999999442e-05 1.081700000000000028e-04 -1.920700000000000093e-06 -4.392799999999999683e-06 -5.662900000000000237e-07
4.141400000000000081e-01 -6.165299999999999947e-02 5.960800000000000126e-02 3.488300000000000168e-03 1.531899999999999885e-04 -8.231399999999999828e-05 1.080600000000000055e-04 -1.673999999999999981e-06 -5.120699999999999948e-06 -5.459800000000000225e-07
4.191300000000000026e-01 -6.113699999999999690e-02 5.798799999999999788e-02 3.464099999999999905e-03 1.551799999999999881e-04 -8.298500000000000592e-05 1.079699999999999979e-04 -1.349299999999999939e-06 -5.684500000000000378e-06 -6.773199999999999796e-07
4.241199999999999970e-01 -6.047999999999999904e-02 5.676799999999999902e-02 3.374499999999999895e-03 1.571800000000000096e-04 -8.362299999999999540e-05 1.079300000000000051e-04 -9.015799999999999509e-07 -6.093799999999999999e-06 -9.252800000000000374e-07
4.291099999999999914e-01 -5.928200000000000136e-02 5.727200000000000346e-02 3.383099999999999996e-03 1.591999999999999936e-04 -8.424799999999999704e-05 1.078999999999999935e-04 -4.077300000000000121e-07 -6.285299999999999775e-06 -1.261599999999999915e-06
4.340999999999999859e-01 -5.761700000000000155e-02 6.048599999999999810e-02 3.518100000000000133e-03 1.612499999999999893e-04 -8.484300000000000066e-05 1.079199999999999967e-04 1.910000000000000030e-07 -6.186300000000000384e-06 -1.679699999999999986e-06
4.390800000000000258e-01 -5.702999999999999736e-02 6.312700000000000256e-02 3.640500000000000073e-03 1.633200000000000016e-04 -8.543299999999999332e-05 1.079499999999999947e-04 7.846499999999999752e-07 -5.946099999999999702e-06 -2.055900000000000086e-06
4.440700000000000203e-01 -5.792200000000000126e-02 6.514999999999999958e-02 3.750600000000000201e-03 1.654299999999999933e-04 -8.599699999999999673e-05 1.080299999999999940e-04 1.401700000000000064e-06 -5.426300000000000037e-06 -2.310300000000000140e-06
4.490600000000000147e-01 -5.861999999999999850e-02 6.643999999999999906e-02 3.795199999999999876e-03 1.675600000000000017e-04 -8.656300000000000452e-05 1.080999999999999984e-04 1.970300000000000008e-06 -4.874700000000000101e-06 -2.473999999999999945e-06
4.540500000000000091e-01 -5.897399999999999864e-02 6.454000000000000015e-02 3.647200000000000181e-03 1.697699999999999958e-04 -8.711099999999999996e-05 1.082200000000000040e-04 2.426200000000000166e-06 -4.208800000000000259e-06 -2.362299999999999812e-06
4.590400000000000036e-01 -5.937400000000000316e-02 6.245699999999999863e-02 3.530900000000000011e-03 1.719799999999999899e-04 -8.766400000000000635e-05 1.083399999999999961e-04 2.818699999999999796e-06 -3.568600000000000019e-06 -2.193200000000000025e-06
4.640299999999999980e-01 -6.001000000000000084e-02 5.869400000000000311e-02 3.639900000000000167e-03 1.742799999999999916e-04 -8.820999999999999740e-05 1.084800000000000049e-04 2.950400000000000161e-06 -3.022299999999999846e-06 -1.852100000000000021e-06
4.690199999999999925e-01 -6.071000000000000008e-02 5.501700000000000340e-02 3.737499999999999937e-03 1.765899999999999881e-04 -8.876200000000000160e-05 1.086200000000000002e-04 3.035299999999999975e-06 -2.496900000000000183e-06 -1.479399999999999973e-06
4.740099999999999869e-01 -6.061500000000000221e-02 5.451500000000000096e-02 3.778500000000000174e-03 1.790100000000000090e-04 -8.932000000000000540e-05 1.087799999999999987e-04 2.780099999999999861e-06 -2.195900000000000016e-06 -1.215500000000000051e-06
4.789999999999999813e-01 -6.053499999999999853e-02 5.416200000000000181e-02 3.815499999999999881e-03 1.814200000000000079e-04 -8.988100000000000223e-05 1.089300000000000023e-04 2.507500000000000133e-06 -1.894900000000000060e-06 -9.335399999999999804e-07
4.839899999999999758e-01 -6.021399999999999669e-02 6.036500000000000199e-02 3.727499999999999911e-03 1.839599999999999938e-04 -9.046699999999999967e-05 1.090699999999999976e-04 1.965700000000000085e-06 -1.814399999999999942e-06 -9.078700000000000423e-07
4.889800000000000257e-01 -5.987499999999999767e-02 6.669200000000000128e-02 3.638000000000000175e-03 1.865100000000000015e-04 -9.105199999999999492e-05 1.092100000000000064e-04 1.426700000000000037e-06 -1.741599999999999978e-06 -9.035799999999999953e-07
4.939700000000000202e-01 -6.210199999999999748e-02 6.804200000000000526e-02 3.573300000000000174e-03 1.891600000000000117e-04 -9.167799999999999875e-05 1.093200000000000037e-04 8.328599999999999550e-07 -1.786599999999999971e-06 -1.089399999999999895e-06
4.989600000000000146e-01 -6.456000000000000627e-02 6.948300000000000309e-02 3.499899999999999799e-03 1.918300000000000116e-04 -9.230400000000000258e-05 1.094200000000000061e-04 2.566799999999999929e-07 -1.855900000000000095e-06 -1.310399999999999981e-06
5.039500000000000091e-01 -6.401400000000000146e-02 6.843200000000000671e-02 3.487000000000000082e-03 1.945899999999999919e-04 -9.297800000000000324e-05 1.094800000000000021e-04 -1.504699999999999968e-07 -1.971300000000000083e-06 -1.615300000000000018e-06
5.089399999999999480e-01 -6.328000000000000291e-02 6.639799999999999869e-02 3.484099999999999957e-03 1.973900000000000058e-04 -9.365900000000000570e-05 1.095399999999999982e-04 -5.091300000000000069e-07 -2.106500000000000076e-06 -1.916100000000000171e-06
5.139299999999999979e-01 -6.345399999999999652e-02 6.469099999999999850e-02 3.526500000000000121e-03 2.002600000000000105e-04 -9.439200000000000021e-05 1.095300000000000033e-04 -6.284799999999999738e-07 -2.272200000000000031e-06 -2.190599999999999830e-06
5.189200000000000479e-01 -6.398600000000000121e-02 6.293500000000000483e-02 3.568200000000000104e-03 2.031799999999999893e-04 -9.514100000000000269e-05 1.095100000000000001e-04 -6.730499999999999553e-07 -2.445300000000000118e-06 -2.403600000000000162e-06
5.239099999999999868e-01 -6.486000000000000099e-02 6.249099999999999794e-02 3.544100000000000115e-03 2.061400000000000016e-04 -9.594400000000000161e-05 1.094200000000000061e-04 -5.707400000000000404e-07 -2.656400000000000096e-06 -2.486400000000000030e-06
5.289000000000000368e-01 -6.553599999999999703e-02 6.237600000000000089e-02 3.484500000000000184e-03 2.091700000000000048e-04 -9.677400000000000552e-05 1.093000000000000005e-04 -4.245800000000000074e-07 -2.863399999999999978e-06 -2.446199999999999974e-06
5.338899999999999757e-01 -6.576400000000000301e-02 6.430700000000000305e-02 3.424400000000000187e-03 2.122199999999999976e-04 -9.765600000000000148e-05 1.091199999999999988e-04 -2.784900000000000009e-07 -3.092199999999999803e-06 -2.248700000000000171e-06
5.388800000000000257e-01 -6.591900000000000537e-02 6.824399999999999911e-02 3.363300000000000057e-03 2.153400000000000084e-04 -9.857999999999999467e-05 1.088899999999999959e-04 -1.787399999999999978e-07 -3.290500000000000090e-06 -1.912000000000000074e-06
5.438699999999999646e-01 -6.710900000000000198e-02 6.954100000000000559e-02 3.388500000000000019e-03 2.184699999999999869e-04 -9.955099999999999605e-05 1.086100000000000054e-04 -1.573600000000000009e-07 -3.463899999999999988e-06 -1.541499999999999979e-06
5.488600000000000145e-01 -6.953700000000000159e-02 6.826799999999999535e-02 3.532200000000000097e-03 2.216599999999999886e-04 -1.005800000000000026e-04 1.082599999999999969e-04 -2.556300000000000199e-07 -3.546600000000000060e-06 -1.180199999999999940e-06
5.538499999999999535e-01 -7.052600000000000535e-02 6.683300000000000352e-02 3.582500000000000181e-03 2.248399999999999954e-04 -1.016500000000000042e-04 1.078600000000000007e-04 -4.066200000000000240e-07 -3.566300000000000058e-06 -9.661100000000000133e-07
