# z ne np nH Bx By Bz Ex Ey Ez
1.037800000000000056e+00 -6.877300000000000080e-02 5.778300000000000103e-02 3.439499999999999849e-03 2.782600000000000091e-04 -3.503199999999999934e-04 9.465099999999999892e-05 5.252600000000000328e-07 -2.077599999999999810e-06 -1.329399999999999979e-07
1.042799999999999949e+00 -6.916500000000000425e-02 5.731399999999999689e-02 3.522099999999999797e-03 2.782899999999999935e-04 -3.499299999999999785e-04 1.009200000000000028e-04 3.781300000000000117e-07 -2.354300000000000058e-06 -1.128800000000000102e-06
1.047800000000000065e+00 -6.227499999999999702e-02 5.725600000000000134e-02 3.608699999999999842e-03 2.788900000000000081e-04 -3.495500000000000126e-04 1.074300000000000065e-04 1.683499999999999954e-07 -2.737999999999999874e-06 -1.808599999999999929e-06
1.052799999999999958e+00 -5.707199999999999773e-02 5.736499999999999932e-02 3.692899999999999829e-03 2.796300000000000044e-04 -3.491999999999999770e-04 1.138899999999999955e-04 -3.809900000000000254e-08 -3.096699999999999929e-06 -2.361599999999999971e-06
1.057800000000000074e+00 -6.085900000000000337e-02 5.815399999999999736e-02 3.776900000000000136e-03 2.810399999999999791e-04 -3.489100000000000187e-04 1.205200000000000048e-04 -3.168300000000000121e-07 -3.184999999999999999e-06 -2.173799999999999838e-06
1.062799999999999967e+00 -6.405199999999999783e-02 5.900999999999999995e-02 3.849599999999999897e-03 2.825099999999999769e-04 -3.486499999999999907e-04 1.270800000000000098e-04 -5.725700000000000508e-07 -3.276699999999999900e-06 -1.961700000000000208e-06
1.067800000000000082e+00 -6.575000000000000289e-02 6.115700000000000303e-02 3.690199999999999817e-03 2.847699999999999993e-04 -3.484800000000000245e-04 1.337099999999999921e-04 -8.669000000000000136e-07 -2.967499999999999964e-06 -1.332099999999999918e-06
1.072799999999999976e+00 -6.748500000000000332e-02 6.333400000000000141e-02 3.541199999999999990e-03 2.870200000000000268e-04 -3.483299999999999938e-04 1.402900000000000002e-04 -1.142000000000000035e-06 -2.677800000000000010e-06 -7.046099999999999547e-07
1.077800000000000091e+00 -6.652600000000000180e-02 6.507499999999999396e-02 3.556600000000000039e-03 2.900800000000000145e-04 -3.483299999999999938e-04 1.467600000000000111e-04 -1.297600000000000079e-06 -2.328499999999999814e-06 -5.330800000000000062e-07
1.082699999999999996e+00 -6.545700000000000129e-02 6.678299999999999514e-02 3.570900000000000116e-03 2.931699999999999866e-04 -3.483299999999999938e-04 1.532600000000000065e-04 -1.461200000000000088e-06 -1.965199999999999836e-06 -3.749100000000000133e-07
1.087699999999999889e+00 -6.658100000000000129e-02 6.518400000000000583e-02 3.627599999999999922e-03 2.969599999999999757e-04 -3.485100000000000090e-04 1.594699999999999894e-04 -1.335699999999999976e-06 -2.004399999999999817e-06 -1.077000000000000022e-06
1.092700000000000005e+00 -6.778199999999999503e-02 6.354100000000000026e-02 3.693899999999999961e-03 3.008600000000000163e-04 -3.487100000000000139e-04 1.657200000000000058e-04 -1.196999999999999932e-06 -2.059899999999999963e-06 -1.885700000000000004e-06
1.097699999999999898e+00 -6.660199999999999454e-02 6.220699999999999841e-02 3.696200000000000180e-03 3.053399999999999734e-04 -3.490799999999999849e-04 1.716199999999999865e-04 -7.708599999999999557e-07 -2.586999999999999964e-06 -3.158600000000000133e-06
1.102700000000000014e+00 -6.479200000000000237e-02 6.065500000000000058e-02 3.699800000000000050e-03 3.099999999999999999e-04 -3.494899999999999895e-04 1.775000000000000048e-04 -2.631999999999999745e-07 -3.200999999999999930e-06 -4.537399999999999959e-06
1.107699999999999907e+00 -6.442499999999999616e-02 6.161900000000000016e-02 3.631600000000000019e-03 3.151200000000000051e-04 -3.500700000000000144e-04 1.830099999999999978e-04 3.882399999999999878e-07 -3.955899999999999682e-06 -5.664400000000000350e-06
1.112700000000000022e+00 -6.441900000000000404e-02 6.346799999999999664e-02 3.512799999999999950e-03 3.204600000000000048e-04 -3.507100000000000083e-04 1.884400000000000051e-04 1.159300000000000064e-06 -4.745899999999999742e-06 -6.671700000000000006e-06
1.117699999999999916e+00 -6.407400000000000595e-02 6.546200000000000629e-02 3.507500000000000201e-03 3.261599999999999808e-04 -3.514999999999999787e-04 1.934899999999999923e-04 1.894100000000000000e-06 -5.251499999999999610e-06 -6.978699999999999777e-06
1.122700000000000031e+00 -6.366600000000000037e-02 6.805200000000000138e-02 3.567900000000000151e-03 3.321099999999999899e-04 -3.523800000000000109e-04 1.983800000000000082e-04 2.718899999999999921e-06 -5.579000000000000286e-06 -6.845899999999999964e-06
1.127599999999999936e+00 -6.416199999999999681e-02 6.876300000000000467e-02 3.563800000000000214e-03 3.382999999999999831e-04 -3.533799999999999810e-04 2.029099999999999936e-04 3.405800000000000070e-06 -5.434800000000000041e-06 -6.050600000000000142e-06
1.132600000000000051e+00 -6.586100000000000287e-02 6.765799999999999592e-02 3.537999999999999912e-03 3.447599999999999992e-04 -3.544900000000000026e-04 2.071999999999999949e-04 4.110499999999999862e-06 -4.894900000000000348e-06 -4.670499999999999583e-06
1.137599999999999945e+00 -6.621199999999999308e-02 6.590600000000000624e-02 3.504100000000000010e-03 3.513599999999999970e-04 -3.557000000000000266e-04 2.111799999999999940e-04 4.682300000000000046e-06 -4.006899999999999702e-06 -2.998399999999999956e-06
1.142600000000000060e+00 -6.460100000000000564e-02 6.366199999999999637e-02 3.446199999999999958e-03 3.582300000000000176e-04 -3.570399999999999833e-04 2.148399999999999962e-04 5.212999999999999894e-06 -2.720999999999999867e-06 -9.606599999999999214e-07
1.147599999999999953e+00 -6.342299999999999327e-02 6.280399999999999872e-02 3.433900000000000147e-03 3.651700000000000020e-04 -3.584400000000000173e-04 2.182300000000000028e-04 5.671099999999999794e-06 -1.342500000000000064e-06 9.823999999999999030e-07
1.152600000000000069e+00 -6.268899999999999473e-02 6.357599999999999363e-02 3.491000000000000179e-03 3.723399999999999757e-04 -3.599799999999999788e-04 2.212399999999999892e-04 6.066599999999999650e-06 1.588400000000000115e-07 2.762600000000000028e-06
1.157599999999999962e+00 -6.284900000000000209e-02 6.404999999999999583e-02 3.543999999999999841e-03 3.795299999999999932e-04 -3.615700000000000229e-04 2.240499999999999979e-04 6.443599999999999598e-06 1.576100000000000038e-06 4.293899999999999665e-06
1.162600000000000078e+00 -6.553299999999999403e-02 6.362900000000000500e-02 3.553100000000000008e-03 3.869000000000000260e-04 -3.632899999999999996e-04 2.264099999999999956e-04 6.748200000000000036e-06 2.726399999999999850e-06 5.162600000000000343e-06
1.167599999999999971e+00 -6.839099999999999346e-02 6.293799999999999395e-02 3.556199999999999813e-03 3.942600000000000098e-04 -3.650300000000000203e-04 2.286400000000000064e-04 7.059200000000000107e-06 3.762699999999999990e-06 5.868199999999999991e-06
1.172600000000000087e+00 -7.300099999999999645e-02 6.137299999999999700e-02 3.571299999999999909e-03 4.017499999999999804e-04 -3.668999999999999736e-04 2.303799999999999999e-04 7.255800000000000055e-06 4.264500000000000421e-06 5.829600000000000056e-06
1.177499999999999991e+00 -7.649499999999999356e-02 6.030400000000000343e-02 3.593700000000000019e-03 4.092100000000000208e-04 -3.687699999999999811e-04 2.320500000000000026e-04 7.465300000000000336e-06 4.705500000000000095e-06 5.767199999999999603e-06
1.182500000000000107e+00 -7.252300000000000413e-02 6.272199999999999998e-02 3.650299999999999986e-03 4.167500000000000197e-04 -3.707499999999999858e-04 2.332099999999999982e-04 7.462399999999999906e-06 4.579499999999999946e-06 5.343099999999999716e-06
1.187500000000000000e+00 -6.913800000000000501e-02 6.489599999999999536e-02 3.690500000000000204e-03 4.242499999999999852e-04 -3.727199999999999958e-04 2.343599999999999991e-04 7.482899999999999964e-06 4.446300000000000103e-06 4.945599999999999710e-06
1.192499999999999893e+00 -6.782399999999999540e-02 6.149999999999999911e-02 3.647000000000000068e-03 4.317799999999999893e-04 -3.747800000000000133e-04 2.349800000000000033e-04 7.158399999999999937e-06 3.879700000000000310e-06 4.673599999999999604e-06
1.197500000000000009e+00 -6.650899999999999868e-02 5.810400000000000287e-02 3.603400000000000093e-03 4.392999999999999986e-04 -3.768299999999999818e-04 2.356100000000000024e-04 6.833899999999999910e-06 3.313100000000000094e-06 4.401600000000000345e-06
1.202499999999999902e+00 -6.170199999999999990e-02 5.993600000000000316e-02 3.484000000000000118e-03 4.467599999999999848e-04 -3.789099999999999890e-04 2.358000000000000124e-04 6.184899999999999856e-06 2.501300000000000090e-06 4.493100000000000231e-06
1.207500000000000018e+00 -5.672200000000000158e-02 6.210500000000000048e-02 3.352099999999999785e-03 4.542400000000000149e-04 -3.809999999999999910e-04 2.359600000000000109e-04 5.489999999999999953e-06 1.671099999999999975e-06 4.579499999999999946e-06
1.212499999999999911e+00 -5.961700000000000332e-02 6.178000000000000158e-02 3.376600000000000001e-03 4.616399999999999779e-04 -3.830700000000000034e-04 2.357600000000000060e-04 4.614000000000000208e-06 7.085799999999999565e-07 4.888700000000000306e-06
1.217500000000000027e+00 -6.372800000000000686e-02 6.094900000000000317e-02 3.423499999999999894e-03 4.690599999999999848e-04 -3.851500000000000106e-04 2.355000000000000051e-04 3.688099999999999891e-06 -2.842000000000000170e-07 5.208699999999999783e-06
1.222499999999999920e+00 -6.528200000000000669e-02 6.160199999999999704e-02 3.488000000000000215e-03 4.764200000000000227e-04 -3.871899999999999843e-04 2.349700000000000085e-04 2.855599999999999815e-06 -1.325600000000000065e-06 5.467000000000000342e-06
1.227400000000000047e+00 -6.680800000000000627e-02 6.267899999999999860e-02 3.548599999999999845e-03 4.837900000000000013e-04 -3.892300000000000122e-04 2.343299999999999875e-04 2.037200000000000163e-06 -2.398499999999999990e-06 5.697399999999999864e-06
1.232399999999999940e+00 -6.568499999999999339e-02 6.228600000000000109e-02 3.560400000000000023e-03 4.911100000000000057e-04 -3.912000000000000221e-04 2.334899999999999888e-04 1.548300000000000067e-06 -3.406400000000000115e-06 5.601000000000000245e-06
1.237400000000000055e+00 -6.286799999999999333e-02 6.136599999999999694e-02 3.539299999999999998e-03 4.984399999999999508e-04 -3.931699999999999778e-04 2.325299999999999980e-04 1.202599999999999929e-06 -4.406600000000000297e-06 5.375400000000000237e-06
1.242399999999999949e+00 -6.214299999999999685e-02 6.042899999999999661e-02 3.563900000000000054e-03 5.057599999999999553e-04 -3.950599999999999750e-04 2.313999999999999868e-04 1.218700000000000080e-06 -5.219199999999999937e-06 4.760400000000000196e-06
1.247400000000000064e+00 -6.216599999999999904e-02 5.942599999999999966e-02 3.611599999999999967e-03 5.130900000000000087e-04 -3.969199999999999877e-04 2.301299999999999939e-04 1.472200000000000067e-06 -5.921200000000000161e-06 3.934600000000000411e-06
1.252399999999999958e+00 -6.262600000000000111e-02 6.038999999999999924e-02 3.592900000000000000e-03 5.204199999999999538e-04 -3.987199999999999772e-04 2.287299999999999869e-04 1.907699999999999963e-06 -6.378099999999999971e-06 2.941900000000000158e-06
1.257400000000000073e+00 -6.405500000000000083e-02 6.344099999999999739e-02 3.526399999999999847e-03 5.277800000000000460e-04 -4.004599999999999978e-04 2.271599999999999867e-04 2.508600000000000004e-06 -6.597399999999999718e-06 1.851900000000000006e-06
1.262399999999999967e+00 -6.504600000000000659e-02 6.501400000000000234e-02 3.470700000000000174e-03 5.351499999999999703e-04 -4.021399999999999953e-04 2.254799999999999892e-04 3.054300000000000132e-06 -6.620899999999999577e-06 9.367699999999999901e-07
1.267400000000000082e+00 -6.624900000000000233e-02 6.487700000000000411e-02 3.423100000000000101e-03 5.425799999999999720e-04 -4.037499999999999748e-04 2.235999999999999869e-04 3.504999999999999900e-06 -6.353500000000000240e-06 3.048800000000000142e-07
1.272299999999999986e+00 -6.736799999999999733e-02 6.409099999999999520e-02 3.397999999999999979e-03 5.500200000000000228e-04 -4.053099999999999802e-04 2.216200000000000093e-04 3.778899999999999937e-06 -6.003500000000000203e-06 2.511200000000000014e-08
1.277300000000000102e+00 -6.836699999999999722e-02 6.087599999999999956e-02 3.487500000000000148e-03 5.575499999999999727e-04 -4.067900000000000270e-04 2.194099999999999881e-04 3.665899999999999918e-06 -5.457799999999999651e-06 4.357299999999999981e-07
1.282299999999999995e+00 -6.903399999999999814e-02 5.926000000000000018e-02 3.597899999999999796e-03 5.650800000000000311e-04 -4.082399999999999809e-04 2.171100000000000135e-04 3.418200000000000155e-06 -4.921599999999999601e-06 1.098899999999999973e-06
1.287300000000000111e+00 -6.796900000000000164e-02 6.293100000000000083e-02 3.744299999999999885e-03 5.727100000000000376e-04 -4.095999999999999815e-04 2.145100000000000045e-04 2.707499999999999912e-06 -4.397499999999999825e-06 2.436200000000000070e-06
1.292300000000000004e+00 -6.690500000000000613e-02 6.578199999999999326e-02 3.872099999999999848e-03 5.803199999999999461e-04 -4.109399999999999924e-04 2.118499999999999995e-04 1.972300000000000158e-06 -3.905299999999999692e-06 3.812699999999999935e-06
1.297299999999999898e+00 -6.629200000000000370e-02 6.606499999999999873e-02 3.818999999999999912e-03 5.880500000000000093e-04 -4.121999999999999905e-04 2.088100000000000015e-04 1.051299999999999997e-06 -3.602699999999999828e-06 5.191799999999999996e-06
1.302300000000000013e+00 -6.553799999999999903e-02 6.635199999999999432e-02 3.752699999999999873e-03 5.957500000000000339e-04 -4.134599999999999886e-04 2.057399999999999919e-04 1.552900000000000095e-07 -3.309800000000000058e-06 6.522799999999999619e-06
1.307299999999999907e+00 -6.442100000000000604e-02 6.456599999999999839e-02 3.708799999999999944e-03 6.035399999999999576e-04 -4.146500000000000229e-04 2.022000000000000088e-04 -4.246800000000000150e-07 -3.207699999999999798e-06 6.916199999999999952e-06
1.312300000000000022e+00 -6.351999999999999313e-02 6.290400000000000158e-02 3.662799999999999910e-03 6.113100000000000001e-04 -4.158499999999999979e-04 1.986599999999999987e-04 -9.996699999999999511e-07 -3.106699999999999834e-06 7.290899999999999939e-06
1.317299999999999915e+00 -6.460599999999999676e-02 6.369900000000000562e-02 3.551700000000000083e-03 6.190699999999999936e-04 -4.170099999999999935e-04 1.945899999999999919e-04 -9.368499999999999749e-07 -3.001299999999999962e-06 6.472400000000000068e-06
1.322200000000000042e+00 -6.547100000000000142e-02 6.443699999999999428e-02 3.440499999999999982e-03 6.268600000000000257e-04 -4.181799999999999840e-04 1.904900000000000007e-04 -8.492300000000000413e-07 -2.894099999999999955e-06 5.621500000000000303e-06
1.327199999999999935e+00 -6.696599999999999775e-02 6.398800000000000321e-02 3.570199999999999936e-03 6.345199999999999625e-04 -4.193600000000000235e-04 1.858700000000000077e-04 -2.825100000000000065e-07 -2.600499999999999920e-06 4.401799999999999936e-06
1.332200000000000051e+00 -6.883400000000000629e-02 6.369500000000000162e-02 3.729099999999999950e-03 6.422100000000000464e-04 -4.205500000000000037e-04 1.811700000000000018e-04 3.558700000000000228e-07 -2.269100000000000010e-06 3.183900000000000128e-06
1.337199999999999944e+00 -6.692599999999999938e-02 6.305099999999999594e-02 3.830399999999999864e-03 6.496899999999999680e-04 -4.218000000000000070e-04 1.759900000000000006e-04 1.087499999999999964e-06 -1.737500000000000093e-06 2.685099999999999923e-06
1.342200000000000060e+00 -6.392399999999999471e-02 6.230100000000000221e-02 3.924699999999999717e-03 6.571800000000000471e-04 -4.230500000000000102e-04 1.706599999999999957e-04 1.856000000000000102e-06 -1.130400000000000011e-06 2.426299999999999961e-06
1.347199999999999953e+00 -6.490600000000000536e-02 6.273800000000000210e-02 3.891299999999999881e-03 6.643699999999999562e-04 -4.244000000000000159e-04 1.649099999999999915e-04 2.459699999999999930e-06 -4.665600000000000167e-07 3.197499999999999879e-06
1.352200000000000069e+00 -6.740500000000000658e-02 6.345599999999999852e-02 3.810700000000000198e-03 6.715100000000000539e-04 -4.257900000000000009e-04 1.589399999999999927e-04 3.000600000000000121e-06 2.496900000000000077e-07 4.426200000000000075e-06
1.357199999999999962e+00 -6.688500000000000001e-02 6.341600000000000015e-02 3.720100000000000056e-03 6.782999999999999533e-04 -4.272899999999999832e-04 1.526400000000000022e-04 3.379099999999999970e-06 8.559399999999999737e-07 6.035399999999999847e-06
1.362200000000000077e+00 -6.490200000000000136e-02 6.294900000000000495e-02 3.608500000000000162e-03 6.849399999999999846e-04 -4.288699999999999782e-04 1.460699999999999889e-04 3.637000000000000076e-06 1.421500000000000070e-06 7.871599999999999309e-06
1.367199999999999971e+00 -6.440700000000000591e-02 6.270699999999999885e-02 3.525599999999999828e-03 6.911899999999999468e-04 -4.305600000000000247e-04 1.392700000000000134e-04 3.857600000000000132e-06 1.811099999999999905e-06 9.214399999999999395e-06
1.372100000000000097e+00 -6.485799999999999899e-02 6.256599999999999662e-02 3.447899999999999836e-03 6.971800000000000436e-04 -4.323700000000000091e-04 1.321600000000000086e-04 3.978799999999999920e-06 2.068199999999999951e-06 1.008100000000000055e-05
1.377099999999999991e+00 -6.655700000000000505e-02 6.291599999999999970e-02 3.415699999999999813e-03 7.027799999999999629e-04 -4.342899999999999907e-04 1.249199999999999898e-04 4.121800000000000076e-06 2.196799999999999872e-06 1.015500000000000018e-05
1.382100000000000106e+00 -6.974500000000000144e-02 6.432000000000000217e-02 3.405899999999999900e-03 7.079700000000000402e-04 -4.363799999999999927e-04 1.173800000000000044e-04 4.168799999999999795e-06 2.186999999999999983e-06 9.168099999999999516e-06
1.387100000000000000e+00 -7.220799999999999441e-02 6.567199999999999427e-02 3.448000000000000110e-03 7.127999999999999788e-04 -4.385699999999999972e-04 1.098099999999999939e-04 4.194299999999999805e-06 2.129900000000000140e-06 7.743100000000000454e-06
1.392099999999999893e+00 -7.416499999999999482e-02 6.786399999999999377e-02 3.610400000000000154e-03 7.170500000000000007e-04 -4.409700000000000013e-04 1.019799999999999960e-04 4.003099999999999840e-06 2.011900000000000168e-06 5.431400000000000209e-06
1.397100000000000009e+00 -7.500600000000000322e-02 6.922100000000000475e-02 3.729500000000000176e-03 7.210100000000000103e-04 -4.434400000000000234e-04 9.418900000000000232e-05 3.738499999999999866e-06 1.887499999999999928e-06 3.172100000000000088e-06
1.402099999999999902e+00 -7.341899999999999815e-02 6.705500000000000349e-02 3.749300000000000115e-03 7.242200000000000287e-04 -4.461800000000000141e-04 8.624100000000000320e-05 3.060199999999999940e-06 1.758800000000000000e-06 9.123199999999999531e-07
1.407100000000000017e+00 -7.264600000000000224e-02 6.531700000000000006e-02 3.760599999999999794e-03 7.272300000000000422e-04 -4.489499999999999893e-04 7.838600000000000472e-05 2.321599999999999931e-06 1.622799999999999946e-06 -1.106399999999999902e-06
1.412099999999999911e+00 -7.574400000000000577e-02 6.582999999999999963e-02 3.870100000000000016e-03 7.293300000000000390e-04 -4.520200000000000259e-04 7.052400000000000444e-05 1.094500000000000066e-06 1.413599999999999900e-06 -2.255200000000000024e-06
1.417000000000000037e+00 -7.806200000000000638e-02 6.669999999999999540e-02 3.961000000000000111e-03 7.313499999999999689e-04 -4.550800000000000136e-04 6.276800000000000619e-05 -1.452099999999999880e-07 1.200699999999999998e-06 -3.261599999999999824e-06
1.421999999999999931e+00 -7.365800000000000125e-02 6.712799999999999323e-02 3.750799999999999881e-03 7.323300000000000035e-04 -4.584699999999999930e-04 5.521300000000000144e-05 -1.642599999999999952e-06 7.472899999999999636e-07 -3.195999999999999978e-06
1.427000000000000046e+00 -6.961799999999999933e-02 6.746299999999999519e-02 3.557400000000000059e-03 7.333199999999999788e-04 -4.618199999999999931e-04 4.772699999999999892e-05 -3.148500000000000009e-06 3.091899999999999781e-07 -3.120900000000000053e-06
1.431999999999999940e+00 -6.710699999999999998e-02 7.194399999999999407e-02 3.619300000000000208e-03 7.332200000000000306e-04 -4.654600000000000057e-04 4.071399999999999677e-05 -4.391800000000000032e-06 -4.507899999999999755e-07 -2.421999999999999850e-06
1.437000000000000055e+00 -6.455199999999999827e-02 7.649400000000000643e-02 3.681600000000000150e-03 7.331100000000000333e-04 -4.691100000000000131e-04 3.369399999999999961e-05 -5.630300000000000117e-06 -1.217499999999999990e-06 -1.716700000000000013e-06
1.441999999999999948e+00 -6.522100000000000120e-02 7.753899999999999681e-02 3.764299999999999938e-03 7.321499999999999883e-04 -4.729000000000000022e-04 2.742999999999999996e-05 -6.195400000000000009e-06 -2.121000000000000106e-06 -1.010100000000000078e-06
1.447000000000000064e+00 -6.614499999999999547e-02 7.839400000000000535e-02 3.852599999999999861e-03 7.310399999999999667e-04 -4.767600000000000093e-04 2.116600000000000030e-05 -6.661800000000000321e-06 -3.054399999999999928e-06 -2.573600000000000228e-07
1.451999999999999957e+00 -7.033899999999999875e-02 7.439199999999999979e-02 3.783599999999999811e-03 7.293100000000000494e-04 -4.806599999999999957e-04 1.574499999999999918e-05 -6.346900000000000168e-06 -3.887499999999999626e-06 2.434099999999999806e-07
1.457000000000000073e+00 -7.522500000000000020e-02 6.953900000000000359e-02 3.693999999999999801e-03 7.273699999999999697e-04 -4.846399999999999948e-04 1.043800000000000069e-05 -5.820700000000000022e-06 -4.697699999999999932e-06 7.842899999999999905e-07
1.461999999999999966e+00 -7.307600000000000207e-02 6.820199999999999874e-02 3.769799999999999800e-03 7.250299999999999887e-04 -4.885599999999999709e-04 5.997099999999999722e-06 -4.734600000000000375e-06 -5.272300000000000326e-06 1.058599999999999910e-06
1.466900000000000093e+00 -6.891999999999999515e-02 6.800299999999999401e-02 3.926200000000000349e-03 7.224599999999999642e-04 -4.925399999999999700e-04 1.813799999999999897e-06 -3.405099999999999806e-06 -5.734099999999999869e-06 1.347500000000000016e-06
1.471899999999999986e+00 -6.962799999999999545e-02 6.622899999999999621e-02 3.986599999999999866e-03 7.197199999999999735e-04 -4.963899999999999823e-04 -1.541399999999999972e-06 -1.891300000000000002e-06 -6.004499999999999855e-06 1.396999999999999923e-06
1.476900000000000102e+00 -7.262200000000000599e-02 6.367499999999999549e-02 4.002000000000000349e-03 7.167599999999999883e-04 -5.002599999999999842e-04 -4.480099999999999678e-06 -2.458100000000000021e-07 -6.115900000000000177e-06 1.391099999999999903e-06
1.481899999999999995e+00 -7.257299999999999862e-02 6.418400000000000494e-02 3.982900000000000156e-03 7.138399999999999824e-04 -5.039299999999999813e-04 -6.684200000000000310e-06 1.275100000000000082e-06 -6.187899999999999657e-06 1.199999999999999946e-06
1.486900000000000110e+00 -6.990799999999999792e-02 6.635399999999999632e-02 3.876000000000000105e-03 7.107800000000000489e-04 -5.075400000000000094e-04 -8.314499999999999761e-06 2.721100000000000087e-06 -6.158400000000000194e-06 8.602600000000000018e-07
1.491900000000000004e+00 -6.806500000000000050e-02 6.804499999999999438e-02 3.841199999999999910e-03 7.079099999999999629e-04 -5.109100000000000533e-04 -9.346200000000000403e-06 3.917699999999999777e-06 -6.219199999999999680e-06 4.638299999999999916e-07
1.496899999999999897e+00 -6.709600000000000286e-02 6.937300000000000411e-02 3.878500000000000003e-03 7.050500000000000343e-04 -5.141300000000000123e-04 -9.668300000000000250e-06 4.863299999999999668e-06 -6.319200000000000416e-06 -7.997900000000000433e-08
1.501900000000000013e+00 -6.755999999999999506e-02 6.926699999999999524e-02 3.912999999999999812e-03 7.024800000000000098e-04 -5.171099999999999872e-04 -9.553599999999999468e-06 5.588099999999999911e-06 -6.536900000000000043e-06 -5.312400000000000374e-07
1.506899999999999906e+00 -7.013400000000000190e-02 6.667900000000000216e-02 3.989499999999999991e-03 7.001299999999999798e-04 -5.197900000000000090e-04 -8.635199999999999926e-06 6.007800000000000314e-06 -6.923399999999999646e-06 -9.584299999999999868e-07
1.511800000000000033e+00 -7.165100000000000635e-02 6.523299999999999932e-02 4.001300000000000169e-03 6.981000000000000009e-04 -5.222500000000000362e-04 -7.448099999999999891e-06 6.287199999999999706e-06 -7.359000000000000185e-06 -1.232800000000000081e-06
1.516799999999999926e+00 -7.055999999999999772e-02 6.713600000000000123e-02 3.891200000000000041e-03 6.965400000000000497e-04 -5.242800000000000151e-04 -5.423700000000000266e-06 6.302800000000000031e-06 -7.967599999999999745e-06 -1.252600000000000086e-06
1.521800000000000042e+00 -6.963999999999999357e-02 6.905400000000000427e-02 3.799100000000000133e-03 6.952599999999999536e-04 -5.261299999999999788e-04 -3.285199999999999903e-06 6.245199999999999939e-06 -8.529199999999999586e-06 -1.170700000000000074e-06
1.526799999999999935e+00 -6.826100000000000223e-02 7.089499999999999968e-02 3.654699999999999876e-03 6.947499999999999466e-04 -5.273899999999999769e-04 -3.500200000000000068e-07 5.961199999999999778e-06 -9.069600000000000375e-06 -7.673000000000000482e-07
1.531800000000000050e+00 -6.703800000000000037e-02 7.224500000000000366e-02 3.557199999999999945e-03 6.944199999999999548e-04 -5.285500000000000267e-04 2.576800000000000045e-06 5.656200000000000157e-06 -9.519200000000000271e-06 -3.405199999999999813e-07
1.536799999999999944e+00 -6.807100000000000650e-02 7.100499999999999867e-02 3.694900000000000094e-03 6.951299999999999667e-04 -5.289700000000000261e-04 6.177300000000000132e-06 5.111900000000000134e-06 -9.590300000000000319e-06 1.981799999999999919e-07
1.541800000000000059e+00 -6.896700000000000053e-02 7.000099999999999378e-02 3.811499999999999784e-03 6.959099999999999965e-04 -5.293700000000000358e-04 9.693299999999999164e-06 4.595100000000000271e-06 -9.612999999999999272e-06 7.397400000000000317e-07
1.546799999999999953e+00 -6.776699999999999391e-02 7.071099999999999608e-02 3.998200000000000365e-03 6.979900000000000037e-04 -5.289000000000000081e-04 1.367800000000000016e-05 3.843300000000000117e-06 -8.909399999999999774e-06 1.027499999999999903e-06
1.551800000000000068e+00 -6.652299999999999880e-02 7.134500000000000564e-02 4.183400000000000313e-03 7.000700000000000109e-04 -5.284299999999999805e-04 1.764300000000000032e-05 3.101200000000000056e-06 -8.202900000000000694e-06 1.316900000000000046e-06
1.556799999999999962e+00 -6.891300000000000203e-02 7.084500000000000519e-02 4.052799999999999632e-03 7.034699999999999851e-04 -5.271400000000000521e-04 2.162700000000000147e-05 2.328200000000000003e-06 -6.753899999999999829e-06 1.176799999999999897e-06
1.561700000000000088e+00 -7.174099999999999921e-02 7.058499999999999497e-02 3.906000000000000184e-03 7.069599999999999669e-04 -5.257699999999999483e-04 2.569700000000000147e-05 1.512499999999999918e-06 -5.265300000000000224e-06 9.996999999999999322e-07
1.566699999999999982e+00 -7.176399999999999446e-02 7.032399999999999762e-02 3.962300000000000197e-03 7.115999999999999496e-04 -5.237199999999999798e-04 2.948700000000000076e-05 8.656000000000000218e-07 -3.398700000000000172e-06 5.168699999999999954e-07
1.571700000000000097e+00 -7.115799999999999903e-02 6.980200000000000293e-02 4.048699999999999695e-03 7.164699999999999758e-04 -5.215000000000000451e-04 3.334600000000000227e-05 1.927100000000000097e-07 -1.461799999999999921e-06 -2.284000000000000136e-08
1.576699999999999990e+00 -7.214700000000000280e-02 7.231400000000000328e-02 4.025400000000000159e-03 7.222700000000000084e-04 -5.187399999999999563e-04 3.674099999999999941e-05 -2.197699999999999886e-07 3.985599999999999902e-07 -5.946900000000000398e-07
1.581700000000000106e+00 -7.347599999999999965e-02 7.577100000000000501e-02 3.982199999999999976e-03 7.284200000000000223e-04 -5.157399999999999918e-04 4.011499999999999794e-05 -5.926699999999999727e-07 2.250099999999999853e-06 -1.163699999999999971e-06
1.586699999999999999e+00 -7.106999999999999429e-02 7.282099999999999684e-02 3.795399999999999989e-03 7.352399999999999604e-04 -5.123900000000000459e-04 4.292499999999999983e-05 -7.502000000000000340e-07 3.710000000000000054e-06 -1.557599999999999919e-06
1.591699999999999893e+00 -6.722000000000000197e-02 6.702700000000000324e-02 3.538200000000000026e-03 7.424899999999999469e-04 -5.087400000000000385e-04 4.558600000000000027e-05 -8.192300000000000109e-07 4.998599999999999880e-06 -1.839799999999999944e-06
1.596700000000000008e+00 -6.554400000000000504e-02 6.670399999999999940e-02 3.514699999999999942e-03 7.501600000000000412e-04 -5.048999999999999669e-04 4.766000000000000108e-05 -8.156600000000000392e-07 5.810199999999999869e-06 -1.932100000000000102e-06
