# z ne np nH Bx By Bz Ex Ey Ez
1.125000000000000000e+00 -8.002499999999999891e-02 7.270100000000000173e-02 3.941700000000000238e-03 2.507899999999999756e-04 -3.318800000000000005e-04 1.568299999999999902e-03 -7.716499999999999727e-06 5.468800000000000054e-06 4.129799999999999830e-06
1.128100000000000103e+00 -8.097999999999999643e-02 7.315699999999999981e-02 3.989900000000000217e-03 2.514600000000000082e-04 -3.317600000000000085e-04 1.575299999999999964e-03 -8.069700000000000004e-06 5.318799999999999796e-06 4.265600000000000291e-06
1.135399999999999965e+00 -8.017100000000000615e-02 8.115799999999999403e-02 4.123100000000000202e-03 2.531200000000000160e-04 -3.302499999999999772e-04 1.590899999999999910e-03 -8.315199999999999602e-06 4.843000000000000049e-06 3.975500000000000308e-06
1.137499999999999956e+00 -8.107899999999999829e-02 8.154599999999999349e-02 4.148100000000000051e-03 2.537500000000000150e-04 -3.304100000000000027e-04 1.595700000000000026e-03 -8.372999999999999285e-06 4.661799999999999988e-06 3.640300000000000112e-06
1.145799999999999930e+00 -8.454000000000000403e-02 8.775399999999999867e-02 4.100699999999999658e-03 2.558199999999999732e-04 -3.297500000000000192e-04 1.613300000000000020e-03 -8.140100000000000211e-06 3.789099999999999856e-06 1.734700000000000095e-06
1.147000000000000020e+00 -8.401599999999999346e-02 8.697000000000000564e-02 4.054600000000000218e-03 2.563600000000000189e-04 -3.299600000000000189e-04 1.615799999999999919e-03 -8.084299999999999830e-06 3.670499999999999840e-06 1.402799999999999935e-06
1.156300000000000106e+00 -8.095600000000000018e-02 7.294399999999999495e-02 4.139300000000000271e-03 2.596499999999999958e-04 -3.304700000000000259e-04 1.634699999999999999e-03 -7.565600000000000036e-06 2.514600000000000031e-06 -1.666100000000000023e-06
1.156500000000000083e+00 -8.086500000000000632e-02 7.307500000000000107e-02 4.142100000000000122e-03 2.597899999999999775e-04 -3.305399999999999896e-04 1.635100000000000008e-03 -7.546199999999999849e-06 2.497100000000000198e-06 -1.719400000000000004e-06
1.158500000000000085e+00 -8.076999999999999458e-02 7.473299999999999388e-02 4.131499999999999756e-03 2.608999999999999991e-04 -3.309499999999999942e-04 1.638899999999999992e-03 -7.427499999999999614e-06 2.299100000000000146e-06 -2.297000000000000200e-06
1.165899999999999936e+00 -8.047600000000000586e-02 8.102600000000000080e-02 4.074600000000000270e-03 2.651700000000000107e-04 -3.327399999999999889e-04 1.652899999999999899e-03 -6.902599999999999777e-06 1.613300000000000080e-06 -4.400999999999999876e-06
1.166700000000000070e+00 -8.043400000000000549e-02 8.165699999999999348e-02 4.057200000000000389e-03 2.655399999999999818e-04 -3.328299999999999965e-04 1.654300000000000041e-03 -6.881799999999999909e-06 1.545500000000000068e-06 -4.598399999999999883e-06
1.175400000000000000e+00 -7.547700000000000242e-02 7.887800000000000367e-02 3.794300000000000016e-03 2.721499999999999744e-04 -3.362500000000000146e-04 1.668599999999999901e-03 -6.281799999999999724e-06 1.369299999999999960e-06 -5.654799999999999628e-06
1.177100000000000035e+00 -7.469499999999999751e-02 7.864400000000000557e-02 3.745500000000000131e-03 2.732200000000000167e-04 -3.366700000000000140e-04 1.671399999999999969e-03 -6.274799999999999622e-06 1.363899999999999977e-06 -5.856099999999999717e-06
1.184900000000000064e+00 -7.569599999999999940e-02 7.839000000000000135e-02 3.777200000000000089e-03 2.802699999999999983e-04 -3.406700000000000028e-04 1.682700000000000081e-03 -5.754400000000000335e-06 1.889800000000000101e-06 -5.460700000000000081e-06
1.187500000000000000e+00 -7.637199999999999545e-02 7.651900000000000368e-02 3.777899999999999835e-03 2.822899999999999823e-04 -3.415100000000000015e-04 1.686599999999999905e-03 -5.755599999999999578e-06 2.168999999999999901e-06 -5.350099999999999818e-06
1.194399999999999906e+00 -7.597500000000000087e-02 7.660000000000000142e-02 3.951600000000000425e-03 2.893099999999999795e-04 -3.457700000000000183e-04 1.695600000000000015e-03 -5.369200000000000195e-06 3.044099999999999789e-06 -4.382899999999999998e-06
1.197899999999999965e+00 -7.703999999999999737e-02 7.652899999999999980e-02 3.937300000000000348e-03 2.925900000000000159e-04 -3.470899999999999853e-04 1.700499999999999972e-03 -5.365700000000000143e-06 3.697900000000000204e-06 -3.874499999999999919e-06
1.203899999999999970e+00 -8.152299999999999824e-02 7.602899999999999936e-02 3.826799999999999993e-03 2.988600000000000219e-04 -3.513799999999999866e-04 1.708000000000000100e-03 -5.206900000000000071e-06 4.457500000000000097e-06 -3.138100000000000075e-06
1.208299999999999930e+00 -8.174399999999999722e-02 7.501099999999999435e-02 3.902399999999999879e-03 3.032999999999999997e-04 -3.534000000000000249e-04 1.713799999999999915e-03 -5.236099999999999724e-06 5.292400000000000354e-06 -2.476299999999999906e-06
1.213400000000000034e+00 -7.967299999999999383e-02 7.418500000000000094e-02 3.866599999999999985e-03 3.082100000000000052e-04 -3.574499999999999878e-04 1.719700000000000005e-03 -5.331700000000000130e-06 5.644600000000000133e-06 -2.302400000000000182e-06
1.218800000000000106e+00 -7.977900000000000269e-02 8.129300000000000415e-02 3.924900000000000264e-03 3.131599999999999900e-04 -3.603999999999999782e-04 1.726200000000000000e-03 -5.455800000000000348e-06 6.254500000000000002e-06 -1.923299999999999865e-06
1.222900000000000098e+00 -7.775799999999999379e-02 8.286499999999999422e-02 3.944399999999999816e-03 3.165999999999999977e-04 -3.640100000000000063e-04 1.730699999999999947e-03 -5.719299999999999604e-06 6.202000000000000081e-06 -2.185999999999999907e-06
1.229200000000000070e+00 -7.468500000000000139e-02 7.967599999999999683e-02 3.998200000000000365e-03 3.215399999999999877e-04 -3.679900000000000055e-04 1.737899999999999905e-03 -5.957299999999999697e-06 6.239200000000000335e-06 -2.399199999999999831e-06
1.232399999999999940e+00 -7.644399999999999806e-02 8.048600000000000199e-02 3.929400000000000427e-03 3.237399999999999870e-04 -3.708200000000000038e-04 1.741200000000000039e-03 -6.247200000000000089e-06 5.975000000000000391e-06 -2.750500000000000178e-06
1.239600000000000035e+00 -7.145200000000000162e-02 8.149499999999999800e-02 3.981199999999999843e-03 3.286300000000000028e-04 -3.755499999999999941e-04 1.748699999999999951e-03 -6.579900000000000309e-06 5.383100000000000180e-06 -3.420599999999999911e-06
1.241999999999999993e+00 -7.295000000000000095e-02 8.053699999999999748e-02 4.088200000000000167e-03 3.299299999999999802e-04 -3.772800000000000199e-04 1.750899999999999896e-03 -6.788800000000000121e-06 5.104500000000000001e-06 -3.590500000000000182e-06
1.250000000000000000e+00 -7.843500000000000472e-02 7.752499999999999669e-02 4.252699999999999883e-03 3.349599999999999778e-04 -3.816399999999999849e-04 1.758999999999999930e-03 -7.235999999999999838e-06 4.105300000000000319e-06 -4.151099999999999948e-06
1.251500000000000057e+00 -7.899599999999999678e-02 7.801099999999999701e-02 4.286200000000000426e-03 3.359099999999999738e-04 -3.825300000000000119e-04 1.760499999999999912e-03 -7.331099999999999994e-06 3.916400000000000314e-06 -4.124299999999999628e-06
1.260399999999999965e+00 -7.898299999999999765e-02 7.532400000000000206e-02 3.969900000000000165e-03 3.427099999999999765e-04 -3.860599999999999731e-04 1.770099999999999929e-03 -7.970100000000000144e-06 2.798900000000000002e-06 -4.045199999999999827e-06
1.260999999999999899e+00 -7.865199999999999969e-02 7.526299999999999657e-02 3.965200000000000322e-03 3.431899999999999990e-04 -3.863599999999999804e-04 1.770899999999999948e-03 -7.984000000000000130e-06 2.724499999999999919e-06 -3.983600000000000281e-06
1.267800000000000038e+00 -7.471600000000000463e-02 7.668300000000000116e-02 3.876600000000000011e-03 3.494400000000000154e-04 -3.882600000000000265e-04 1.779500000000000049e-03 -8.572900000000000539e-06 1.989100000000000149e-06 -3.486700000000000007e-06
1.270599999999999952e+00 -7.336900000000000366e-02 7.730099999999999472e-02 3.857999999999999884e-03 3.521400000000000268e-04 -3.891799999999999839e-04 1.782799999999999966e-03 -8.816499999999999359e-06 1.651199999999999963e-06 -3.268199999999999897e-06
1.270799999999999930e+00 -7.324799999999999367e-02 7.759000000000000619e-02 3.863399999999999907e-03 3.524099999999999954e-04 -3.892100000000000225e-04 1.783099999999999919e-03 -8.849799999999999532e-06 1.633000000000000078e-06 -3.239999999999999896e-06
1.280100000000000016e+00 -8.167900000000000160e-02 7.915300000000000114e-02 4.035999999999999657e-03 3.633099999999999893e-04 -3.923399999999999739e-04 1.796199999999999967e-03 -9.592199999999999403e-06 6.874700000000000010e-07 -2.384199999999999975e-06
1.281300000000000106e+00 -8.233000000000000040e-02 7.872700000000000531e-02 3.979400000000000125e-03 3.647300000000000130e-04 -3.925399999999999788e-04 1.797699999999999949e-03 -9.779600000000000353e-06 6.240900000000000251e-07 -2.294800000000000035e-06
1.289700000000000069e+00 -7.922200000000000075e-02 7.696300000000000363e-02 4.060099999999999647e-03 3.755000000000000200e-04 -3.961300000000000173e-04 1.810600000000000100e-03 -1.018799999999999970e-05 -9.185399999999999651e-08 -1.833699999999999909e-06
1.291700000000000070e+00 -7.915500000000000314e-02 7.614400000000000335e-02 4.038199999999999602e-03 3.781400000000000082e-04 -3.966999999999999932e-04 1.813399999999999951e-03 -1.047999999999999961e-05 -2.117699999999999964e-07 -1.845199999999999926e-06
1.299299999999999899e+00 -8.175200000000000522e-02 7.704300000000000037e-02 3.960400000000000205e-03 3.882399999999999827e-04 -4.006999999999999820e-04 1.825100000000000073e-03 -1.049399999999999982e-05 -6.952599999999999934e-07 -1.884899999999999944e-06
1.302100000000000035e+00 -8.471900000000000264e-02 7.870000000000000606e-02 4.072400000000000325e-03 3.920700000000000053e-04 -4.017399999999999856e-04 1.828999999999999897e-03 -1.071900000000000020e-05 -8.789400000000000076e-07 -2.127200000000000149e-06
1.308799999999999963e+00 -8.147899999999999587e-02 8.118599999999999428e-02 3.791300000000000052e-03 4.023300000000000053e-04 -4.054700000000000058e-04 1.839200000000000036e-03 -1.046599999999999941e-05 -1.112499999999999936e-06 -2.566299999999999892e-06
1.312500000000000000e+00 -7.723099999999999410e-02 8.167800000000000060e-02 3.747400000000000123e-03 4.078700000000000099e-04 -4.066799999999999755e-04 1.844099999999999993e-03 -1.046899999999999921e-05 -1.303799999999999909e-06 -3.021500000000000209e-06
1.318400000000000016e+00 -7.619299999999999684e-02 8.205400000000000194e-02 4.087499999999999988e-03 4.188500000000000166e-04 -4.095799999999999918e-04 1.853000000000000046e-03 -1.018499999999999989e-05 -1.322400000000000036e-06 -3.628300000000000057e-06
1.322899999999999965e+00 -7.841700000000000059e-02 7.624400000000000621e-02 3.948000000000000120e-03 4.270300000000000094e-04 -4.103700000000000164e-04 1.859100000000000032e-03 -9.976700000000000550e-06 -1.420800000000000017e-06 -4.126100000000000187e-06
1.328000000000000069e+00 -7.894800000000000428e-02 7.527899999999999869e-02 3.988300000000000178e-03 4.380899999999999747e-04 -4.124600000000000185e-04 1.866700000000000000e-03 -9.854700000000000701e-06 -1.325900000000000087e-06 -4.578900000000000324e-06
1.333299999999999930e+00 -8.188600000000000045e-02 7.917799999999999838e-02 4.078599999999999934e-03 4.494100000000000221e-04 -4.126700000000000181e-04 1.874000000000000015e-03 -9.650099999999999306e-06 -1.273099999999999932e-06 -4.826699999999999883e-06
1.337599999999999900e+00 -8.512599999999999334e-02 7.839599999999999347e-02 4.035799999999999978e-03 4.595700000000000197e-04 -4.140500000000000083e-04 1.880299999999999897e-03 -9.734299999999999279e-06 -1.188099999999999899e-06 -4.913099999999999598e-06
1.343800000000000106e+00 -8.096699999999999731e-02 8.472699999999999676e-02 3.805499999999999855e-03 4.740300000000000134e-04 -4.138799999999999879e-04 1.888600000000000044e-03 -9.811300000000000405e-06 -1.047799999999999946e-06 -4.659900000000000057e-06
1.347199999999999953e+00 -8.099900000000000155e-02 8.651899999999999868e-02 3.785000000000000170e-03 4.826699999999999849e-04 -4.145700000000000101e-04 1.893600000000000057e-03 -9.995800000000000079e-06 -1.060200000000000031e-06 -4.471400000000000083e-06
1.354200000000000070e+00 -7.944600000000000273e-02 8.500399999999999623e-02 3.967599999999999946e-03 4.998900000000000132e-04 -4.137799999999999855e-04 1.902700000000000008e-03 -1.048100000000000011e-05 -1.035200000000000058e-06 -3.832100000000000122e-06
1.356800000000000006e+00 -7.826299999999999923e-02 8.450299999999999478e-02 3.895299999999999978e-03 5.067200000000000003e-04 -4.137899999999999803e-04 1.906300000000000095e-03 -1.061999999999999996e-05 -1.161099999999999988e-06 -3.643200000000000118e-06
1.364600000000000035e+00 -7.968999999999999695e-02 7.604299999999999948e-02 4.053400000000000405e-03 5.262700000000000147e-04 -4.116999999999999783e-04 1.915800000000000055e-03 -1.137200000000000056e-05 -1.531800000000000098e-06 -3.180899999999999903e-06
1.366400000000000059e+00 -7.998900000000000454e-02 7.630499999999999783e-02 4.054699999999999624e-03 5.310999999999999532e-04 -4.112899999999999738e-04 1.918100000000000057e-03 -1.140200000000000027e-05 -1.714400000000000052e-06 -3.133700000000000168e-06
1.375000000000000000e+00 -7.763399999999999468e-02 7.707799999999999374e-02 3.757200000000000036e-03 5.527499999999999645e-04 -4.072100000000000264e-04 1.927600000000000017e-03 -1.211099999999999975e-05 -2.700800000000000044e-06 -3.344200000000000101e-06
1.375999999999999890e+00 -7.676299999999999790e-02 7.639700000000000657e-02 3.775699999999999890e-03 5.554099999999999966e-04 -4.067799999999999780e-04 1.928699999999999989e-03 -1.208399999999999984e-05 -2.846300000000000175e-06 -3.364999999999999969e-06
1.385399999999999965e+00 -7.711899999999999311e-02 7.971200000000000507e-02 3.718700000000000130e-03 5.789799999999999894e-04 -4.002799999999999826e-04 1.937700000000000099e-03 -1.251199999999999981e-05 -4.453099999999999767e-06 -4.024999999999999580e-06
1.385599999999999943e+00 -7.731799999999999784e-02 7.978399999999999381e-02 3.722399999999999841e-03 5.794899999999999964e-04 -4.001599999999999905e-04 1.937899999999999996e-03 -1.250399999999999921e-05 -4.485800000000000318e-06 -4.028800000000000289e-06
1.387899999999999912e+00 -7.609399999999999498e-02 8.018799999999999539e-02 3.780700000000000120e-03 5.852200000000000110e-04 -3.980699999999999885e-04 1.939799999999999988e-03 -1.254599999999999982e-05 -4.932899999999999815e-06 -4.095099999999999976e-06
1.395199999999999996e+00 -7.290199999999999458e-02 8.129699999999999427e-02 4.004500000000000247e-03 6.034200000000000197e-04 -3.919099999999999797e-04 1.945300000000000067e-03 -1.253400000000000061e-05 -6.381700000000000241e-06 -4.268499999999999874e-06
1.395799999999999930e+00 -7.287699999999999734e-02 8.127900000000000402e-02 3.970399999999999797e-03 6.047999999999999557e-04 -3.912799999999999807e-04 1.945700000000000077e-03 -1.255499999999999923e-05 -6.502900000000000030e-06 -4.296599999999999656e-06
1.404900000000000038e+00 -8.254799999999999638e-02 7.987299999999999955e-02 3.746799999999999783e-03 6.263599999999999593e-04 -3.811800000000000062e-04 1.951000000000000043e-03 -1.261600000000000084e-05 -8.181699999999999948e-06 -3.830300000000000410e-06
1.406300000000000106e+00 -8.246000000000000552e-02 8.099699999999999955e-02 3.805799999999999808e-03 6.294300000000000502e-04 -3.794199999999999960e-04 1.951499999999999893e-03 -1.265300000000000066e-05 -8.413499999999999999e-06 -3.729799999999999848e-06
1.414500000000000091e+00 -8.188099999999999545e-02 8.157399999999999374e-02 3.790700000000000146e-03 6.480299999999999602e-04 -3.679199999999999875e-04 1.954700000000000187e-03 -1.316799999999999996e-05 -9.694800000000000759e-06 -3.027200000000000002e-06
1.416700000000000070e+00 -8.251200000000000201e-02 7.995399999999999729e-02 3.780400000000000166e-03 6.524700000000000465e-04 -3.647599999999999974e-04 1.955000000000000140e-03 -1.329200000000000081e-05 -9.935600000000000215e-06 -2.685899999999999983e-06
1.424199999999999910e+00 -8.220399999999999929e-02 8.327099999999999780e-02 3.657099999999999934e-03 6.669799999999999601e-04 -3.526299999999999899e-04 1.956199999999999953e-03 -1.447599999999999998e-05 -1.084100000000000005e-05 -2.224500000000000047e-06
1.427100000000000035e+00 -8.124599999999999878e-02 8.287200000000000122e-02 3.531600000000000190e-03 6.721599999999999884e-04 -3.478700000000000151e-04 1.955900000000000000e-03 -1.486599999999999963e-05 -1.102699999999999962e-05 -1.704799999999999966e-06
1.433799999999999963e+00 -8.234299999999999953e-02 8.216500000000000192e-02 3.451800000000000094e-03 6.838200000000000224e-04 -3.362799999999999991e-04 1.955399999999999933e-03 -1.668200000000000054e-05 -1.157200000000000034e-05 -1.471500000000000014e-06
1.437500000000000000e+00 -8.141299999999999926e-02 8.553700000000000192e-02 3.520600000000000031e-03 6.895700000000000267e-04 -3.298400000000000268e-04 1.954399999999999801e-03 -1.756499999999999869e-05 -1.168500000000000078e-05 -8.875900000000000222e-07
1.443500000000000005e+00 -7.872700000000000531e-02 8.912399999999999489e-02 3.706800000000000112e-03 6.992100000000000225e-04 -3.193599999999999781e-04 1.952399999999999969e-03 -1.968999999999999952e-05 -1.182799999999999924e-05 -5.863799999999999872e-07
1.447899999999999965e+00 -8.271799999999999986e-02 8.660600000000000243e-02 3.972500000000000336e-03 7.054500000000000440e-04 -3.112699999999999929e-04 1.950300000000000080e-03 -2.116099999999999950e-05 -1.181199999999999973e-05 -4.414400000000000142e-08
1.453100000000000058e+00 -8.275200000000000611e-02 8.472999999999999976e-02 4.095399999999999908e-03 7.127999999999999788e-04 -3.021400000000000041e-04 1.946900000000000106e-03 -2.308799999999999985e-05 -1.153800000000000032e-05 4.759500000000000234e-07
1.458299999999999930e+00 -8.185399999999999621e-02 8.462600000000000677e-02 3.953800000000000370e-03 7.191199999999999589e-04 -2.928100000000000104e-04 1.943099999999999905e-03 -2.489999999999999877e-05 -1.126000000000000061e-05 8.050200000000000445e-07
1.462800000000000100e+00 -8.635600000000000220e-02 8.008200000000000041e-02 3.911900000000000273e-03 7.237600000000000500e-04 -2.849999999999999886e-04 1.938999999999999968e-03 -2.616200000000000125e-05 -1.067500000000000028e-05 1.427100000000000067e-06
1.468800000000000106e+00 -8.525199999999999445e-02 8.219899999999999429e-02 3.992599999999999795e-03 7.293199999999999900e-04 -2.748800000000000245e-04 1.932899999999999983e-03 -2.768700000000000105e-05 -9.994300000000000178e-06 1.331600000000000092e-06
1.472499999999999920e+00 -8.057999999999999885e-02 8.190200000000000258e-02 3.949900000000000112e-03 7.315400000000000331e-04 -2.684300000000000032e-04 1.928599999999999932e-03 -2.809899999999999982e-05 -9.303499999999999948e-06 1.825899999999999959e-06
1.479200000000000070e+00 -7.761200000000000043e-02 8.142099999999999338e-02 4.005100000000000153e-03 7.353499999999999577e-04 -2.574000000000000224e-04 1.920100000000000105e-03 -2.859499999999999981e-05 -8.201300000000000574e-06 1.220700000000000019e-06
1.482199999999999962e+00 -7.687399999999999789e-02 8.404799999999999771e-02 4.107799999999999993e-03 7.356399999999999701e-04 -2.521199999999999917e-04 1.916200000000000065e-03 -2.832299999999999971e-05 -7.600500000000000329e-06 1.435800000000000085e-06
1.489600000000000035e+00 -7.984900000000000331e-02 8.467299999999999827e-02 3.950799999999999972e-03 7.368299999999999503e-04 -2.391299999999999958e-04 1.905299999999999962e-03 -2.739200000000000134e-05 -6.238700000000000086e-06 4.515800000000000242e-07
1.491900000000000004e+00 -8.129400000000000515e-02 8.215500000000000580e-02 3.956900000000000174e-03 7.358300000000000344e-04 -2.348700000000000061e-04 1.902400000000000055e-03 -2.681400000000000111e-05 -5.838299999999999650e-06 4.196499999999999759e-07
1.500000000000000000e+00 -8.616999999999999660e-02 7.685400000000000564e-02 3.945399999999999949e-03 7.337900000000000065e-04 -2.190899999999999911e-04 1.890600000000000093e-03 -2.467799999999999988e-05 -4.512400000000000199e-06 -6.369999999999999998e-07
1.501600000000000046e+00 -8.647900000000000031e-02 7.648699999999999943e-02 3.921799999999999592e-03 7.325100000000000187e-04 -2.161900000000000020e-04 1.888799999999999941e-03 -2.415900000000000027e-05 -4.322300000000000104e-06 -7.401200000000000391e-07
1.510399999999999965e+00 -9.009100000000000441e-02 7.971300000000000607e-02 4.445099999999999572e-03 7.275899999999999642e-04 -1.991200000000000045e-04 1.877399999999999989e-03 -2.153799999999999945e-05 -3.361299999999999903e-06 -1.408599999999999947e-06
1.511300000000000088e+00 -8.992600000000000593e-02 8.084500000000000020e-02 4.424100000000000255e-03 7.267699999999999551e-04 -1.977199999999999975e-04 1.876599999999999970e-03 -2.126399999999999834e-05 -3.316299999999999911e-06 -1.438899999999999895e-06
1.520799999999999930e+00 -8.204400000000000581e-02 8.380200000000000149e-02 4.066199999999999849e-03 7.199199999999999783e-04 -1.819099999999999981e-04 1.865899999999999980e-03 -1.894900000000000103e-05 -2.979300000000000003e-06 -1.139300000000000044e-06
1.520999999999999908e+00 -8.201200000000000156e-02 8.379300000000000637e-02 4.069900000000000427e-03 7.197899999999999915e-04 -1.817099999999999933e-04 1.865700000000000084e-03 -1.891399999999999882e-05 -2.981300000000000153e-06 -1.129799999999999966e-06
1.522899999999999920e+00 -8.252299999999999913e-02 8.337799999999999379e-02 4.085799999999999675e-03 7.182399999999999809e-04 -1.790499999999999882e-04 1.863599999999999979e-03 -1.862799999999999851e-05 -3.056000000000000048e-06 -8.032700000000000189e-07
1.530699999999999950e+00 -8.388299999999999923e-02 8.210900000000000143e-02 4.132199999999999936e-03 7.119599999999999800e-04 -1.689299999999999970e-04 1.855000000000000095e-03 -1.727799999999999958e-05 -3.344000000000000086e-06 5.325999999999999914e-07
1.531300000000000106e+00 -8.426799999999999569e-02 8.198199999999999932e-02 4.126099999999999733e-03 7.115799999999999599e-04 -1.682599999999999916e-04 1.854299999999999915e-03 -1.728500000000000137e-05 -3.374599999999999844e-06 6.773300000000000439e-07
1.540399999999999991e+00 -8.071100000000000496e-02 8.240799999999999514e-02 3.778199999999999788e-03 7.038800000000000438e-04 -1.574600000000000001e-04 1.843699999999999983e-03 -1.664699999999999833e-05 -4.224799999999999767e-06 3.273100000000000053e-06
1.541700000000000070e+00 -8.036899999999999600e-02 8.174900000000000222e-02 3.784599999999999943e-03 7.029000000000000092e-04 -1.560999999999999996e-04 1.842099999999999944e-03 -1.673399999999999936e-05 -4.355699999999999649e-06 3.705800000000000162e-06
1.550200000000000022e+00 -8.316300000000000081e-02 7.929700000000000637e-02 4.148899999999999637e-03 6.963100000000000062e-04 -1.466499999999999867e-04 1.832099999999999918e-03 -1.697499999999999926e-05 -5.335900000000000022e-06 6.296300000000000178e-06
1.552100000000000035e+00 -8.328199999999999492e-02 7.899899999999999978e-02 4.264500000000000061e-03 6.948500000000000032e-04 -1.445300000000000003e-04 1.829799999999999916e-03 -1.716700000000000013e-05 -5.570299999999999845e-06 7.001099999999999766e-06
1.559900000000000064e+00 -8.083899999999999419e-02 7.897500000000000353e-02 4.122599999999999702e-03 6.902600000000000489e-04 -1.368499999999999925e-04 1.821399999999999929e-03 -1.814799999999999972e-05 -6.298399999999999701e-06 8.660300000000000753e-06
1.562500000000000000e+00 -7.897200000000000053e-02 7.899000000000000465e-02 4.080499999999999926e-03 6.887899999999999969e-04 -1.341299999999999914e-04 1.818500000000000021e-03 -1.848400000000000124e-05 -6.536500000000000013e-06 9.404200000000000525e-06
1.569600000000000106e+00 -8.612200000000000411e-02 7.996100000000000430e-02 4.148500000000000278e-03 6.866700000000000104e-04 -1.285199999999999960e-04 1.812500000000000092e-03 -2.001099999999999865e-05 -6.687200000000000112e-06 9.724900000000000691e-06
1.572899999999999965e+00 -8.772499999999999742e-02 7.969199999999999895e-02 4.167800000000000150e-03 6.858300000000000117e-04 -1.256200000000000068e-04 1.809400000000000071e-03 -2.056500000000000046e-05 -6.718200000000000323e-06 1.009700000000000006e-05
1.579399999999999915e+00 -8.274800000000000211e-02 8.619400000000000672e-02 4.121099999999999937e-03 6.850499999999999819e-04 -1.208699999999999998e-04 1.805600000000000087e-03 -2.226200000000000132e-05 -6.152499999999999962e-06 9.363100000000000191e-06
1.583299999999999930e+00 -8.213900000000000368e-02 8.520099999999999896e-02 4.001300000000000169e-03 6.845399999999999749e-04 -1.173999999999999941e-04 1.802699999999999962e-03 -2.303600000000000103e-05 -5.724600000000000214e-06 8.995899999999999708e-06
1.589099999999999957e+00 -7.708199999999999774e-02 8.502899999999999348e-02 3.879699999999999815e-03 6.843899999999999983e-04 -1.121899999999999948e-04 1.800299999999999904e-03 -2.441900000000000117e-05 -4.590599999999999721e-06 7.853299999999999840e-06
1.593800000000000106e+00 -7.769500000000000017e-02 8.864600000000000257e-02 3.661800000000000211e-03 6.840600000000000066e-04 -1.072199999999999933e-04 1.797800000000000006e-03 -2.522200000000000009e-05 -3.578999999999999953e-06 6.669800000000000075e-06
1.598899999999999988e+00 -7.837700000000000222e-02 8.649500000000000244e-02 3.679599999999999885e-03 6.844299999999999776e-04 -1.010700000000000064e-04 1.796199999999999967e-03 -2.594199999999999997e-05 -2.264700000000000103e-06 5.625300000000000165e-06
1.604200000000000070e+00 -8.032699999999999563e-02 8.593000000000000638e-02 3.695599999999999840e-03 6.843599999999999597e-04 -9.368400000000000631e-05 1.794100000000000078e-03 -2.640699999999999975e-05 -8.382499999999999787e-07 3.887000000000000223e-06
1.608700000000000019e+00 -8.234400000000000053e-02 8.154999999999999749e-02 3.893900000000000052e-03 6.853700000000000330e-04 -8.704199999999999774e-05 1.792699999999999936e-03 -2.644399999999999957e-05 2.362599999999999993e-07 3.114200000000000185e-06
1.614600000000000035e+00 -8.022500000000000464e-02 7.985100000000000531e-02 4.092600000000000057e-03 6.859599999999999986e-04 -7.711599999999999824e-05 1.790700000000000104e-03 -2.622500000000000048e-05 1.620299999999999970e-06 1.286999999999999917e-06
1.618500000000000050e+00 -7.880399999999999905e-02 8.210900000000000143e-02 3.956699999999999627e-03 6.872300000000000457e-04 -7.055500000000000465e-05 1.789800000000000028e-03 -2.586099999999999854e-05 2.228899999999999954e-06 8.059999999999999911e-07
1.625000000000000000e+00 -7.539300000000000168e-02 8.070599999999999996e-02 3.994300000000000107e-03 6.884200000000000258e-04 -5.845299999999999753e-05 1.788199999999999989e-03 -2.486400000000000114e-05 3.065100000000000096e-06 -5.710399999999999570e-07
1.628200000000000092e+00 -7.595899999999999874e-02 8.145800000000000263e-02 3.945200000000000269e-03 6.895599999999999776e-04 -5.242399999999999816e-05 1.787799999999999979e-03 -2.443900000000000098e-05 3.250700000000000064e-06 -7.132599999999999693e-07
1.635399999999999965e+00 -7.668999999999999428e-02 8.008899999999999353e-02 3.821300000000000131e-03 6.909099999999999834e-04 -3.858400000000000192e-05 1.786999999999999960e-03 -2.286699999999999977e-05 3.306399999999999802e-06 -1.133200000000000009e-06
1.637999999999999901e+00 -7.721200000000000285e-02 7.993799999999999517e-02 3.847399999999999952e-03 6.917899999999999614e-04 -3.349299999999999933e-05 1.787100000000000017e-03 -2.256300000000000064e-05 3.269800000000000017e-06 -9.478999999999999581e-07
1.645799999999999930e+00 -8.284800000000000497e-02 8.259700000000000375e-02 3.902200000000000200e-03 6.929500000000000113e-04 -1.822100000000000054e-05 1.787399999999999970e-03 -2.071800000000000052e-05 2.723699999999999858e-06 -1.937499999999999978e-07
1.647799999999999931e+00 -8.445300000000000029e-02 8.296900000000000108e-02 3.887199999999999944e-03 6.934600000000000182e-04 -1.411899999999999984e-05 1.787600000000000083e-03 -2.053400000000000025e-05 2.648500000000000138e-06 1.160000000000000064e-07
1.656300000000000106e+00 -8.659000000000000030e-02 8.747699999999999920e-02 4.221100000000000199e-03 6.939999999999999555e-04 3.276800000000000119e-06 1.788700000000000056e-03 -1.858900000000000108e-05 1.925300000000000015e-06 1.614199999999999936e-06
1.657599999999999962e+00 -8.660199999999999843e-02 8.698000000000000176e-02 4.314499999999999759e-03 6.941000000000000121e-04 6.498999999999999948e-06 1.789000000000000009e-03 -1.846400000000000143e-05 1.886800000000000087e-06 1.787900000000000068e-06
